"province_code","province_code_2018","province_name_eng","province_name_dari","province_name_pashto","district_code","provincial_capital","district_number","district_name_eng","district_or_subdivision_name_eng","district_name_dari","pc_code","pc_location","pc_location_dari","ps_count","ps_male","ps_fem","ps_kuchi","est_voters","access_notes"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205081","Chel Gazi Clinic, Hazara Qala Chel Gazi","کلینیک چهل گزی, هزاره قلعه چهل گزی",6,2,2,2,3650,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205082","Chaichakto Primary School, Chaichakto","مکتب ابتدای چیچکتو, چیچکتو",3,2,1,0,2380,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205083","Boland Ghor Mosque, Chel Gazi Boland Ghor","مسجد بلند غور, چهل گزیبلند غور",2,1,1,0,1210,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205084","Bashlams, Bashlams","باشلمس, باشلمس",2,1,1,0,1190,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205086","Turkman Mosque & Bazar, Shakh","مسجد و بازار ترکمن, شاخ",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205088","Wai Mis School, Wai Mast","مکتب وای مس, وای مست",2,1,1,0,1210,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205089","Arbab House, Yaka Bagh","منزل ارباب, یکه باغ",3,2,1,0,1810,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205090","Berka, Berka","بیرکه, بیرکه",4,2,2,0,2800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205091","Jegdalik, Jegdalik","جیگدلیک, جیگدلیک",3,2,1,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205092","Sawr, Sawr","ثور, ثور",2,1,1,0,800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205093","Khwaja Taplaq, Khwaja Taplaq","خواجه تپلاق, خواجه تپلاق",2,1,1,0,800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205094","Ayti Saliq, Ayti Saliq","ایتی سلیق, ایتی سلیق",3,1,2,0,1810,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205095","Karez Mosque, Chelgazi","مسجد کاریز, چهلگزی",2,1,1,0,800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205096","Charshanbe Uzbakia Mosque, Chelgazi","مسجد چارشنبه ازبیکیه, چهلگزی",2,1,1,0,2410,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205097","Yambalaq Mosque, Chelgazi","مسجد یمبلاق, چهلگزی",2,1,1,0,1230,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205099","Sar Takht Mosque, Chelgazi","مسجد سر تخت, چهلگزی",2,1,1,0,1164,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205100","Bori, Qaisar","بوری, قیصار",3,2,1,0,2380,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205101","Sufi Qala, Qaisar","صوفی فلعه, قیصار",2,1,1,0,2420,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205102","Khwaja Hai Borghan, Khwaja Borghan","خواجه های برغان, خواجه برغان",2,1,1,0,1210,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205103","Sayed Borghan, Sayed Borghan","سید برغان, سید برغان",3,2,1,0,2420,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205104","Nadem Qaisari High School, Qaisar","لیسه نادم قیصاری, قیصار",4,2,2,0,3630,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205105","Zafaran School, Zafaran","مکتب ظفران, ظفران",3,2,1,0,2440,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205106","Yozbegi Chakna Mosque, Yozbegi Chakna","مسجد یوزبیگی چکنه, یوزبیگی چکنه",3,2,1,0,2380,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205107","Ghora Mosque, Ghora","مسجد غوره, غوره",3,2,1,0,2410,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205108","Khel Rustam Khan Mosque, Khel Rustam Khan","مسجد خیل رستم خان, خیل رستم خان",3,2,1,0,2360,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205109","Sayed Naqi Mosque, Sayed Naqi","مسجد سید نقی, سید نقی",3,2,1,0,2420,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205110","Sar Chashma Tora Ha Mosque, Sar Cheshma Tora Ha","مسجد سر چشمه توره ها, سر چشمه توره ها",3,2,1,0,2300,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205111","Kohi school","مکتب کوهی",3,2,1,0,2380,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205203","Yak Pesta Afghania Mosque","مسجد یکه پسته افغانیه,",2,1,1,0,1150,"مرکز جدید"
"22","29","Faryab","فاریاب","فارياب","2205","NO","05","QAISAR","QAISAR","قیصار","2205204","Khatayee Chelgazee village Big mosque","مسجد جامع قریه خطائی چهل گزی,",2,1,1,0,1170,"مرکز جدید"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206112","Bandar Primary School, Bandar","مکتب ابتدای بندر, بندر",4,2,2,0,3160,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206114","Dehendara School, Dehendara","مکتب دهندره, دهندره",3,2,1,0,1770,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206115","Tandorak Mosque, Tandorak","مسجد تندورک, تندورک",3,1,2,0,1800,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206117","Bam Surkh Mosque, Bam Surkh","مسجد بم سرخ, بم سرخ",2,1,1,0,1200,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206119","Azan Bazar Mosque, Azan Bazar","مسجد ازان بزار, ازان بزار",4,2,2,0,2800,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206120","Lolash School, Lolash","مکتب لولاش, لولاش",4,2,2,0,3275,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206121","Qadok School, Qadok","مکتب قدوق, قدوق",3,2,1,0,2260,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206122","Takhtah band lafra","تخته بند لفرا",3,2,1,0,2380,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2206","NO","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","2206205","Olyan bandar village mosque","مسجد قریه علیان بندر,",2,1,1,0,1165,"مرکز جدید/ راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207123","Ghol Bayan Mosque, Ghol Bayan","مسجد غول بیان, غول بیان",4,2,2,0,2320,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207124","Private House, Deh Miran","منزل شخصی, ده میران",5,3,2,0,2800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207125","Private House, Ghol Bayan","منزل شخصی, غول بیان",5,3,2,0,2390,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207126","Takhara, Takhara","تخاره, تخاره",4,2,2,0,2360,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207127","Dara Zang Religious School, Dara Zang","مدرسه دره زنگ, دره زنگ",5,3,2,0,2410,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207128","Dang Qala, Dang Qala","دنگ قلعه, دنگ قلعه",5,3,2,0,2450,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207129","Dara Shakh School, Dara Shakh","مکتب دره شاخ, دره شاخ",4,3,1,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207130","Sar Chakan, Sar Chakan","سر چکان, سر چکان",4,2,2,0,2316,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207131","Goki Religious School, Goki","مدرسه گوکی, گوکی",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207132","Jar Qala Religious School, Jar Qala","مدرسه جر قلعه, جر قلعه",4,2,2,0,2500,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2207","NO","07","GARZIWAN","GARZIWAN","گرزیوان","2207133","Tagab Shan Religious School, Tagab Shan","مدرسه تگاب شان, تگاب شان",4,2,2,0,3060,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2208","NO","08","BALCHERAGH","BALCHERAGH","بل چراغ","2208136","Kamarak Aqbalaaq Mosque, Kamarak Aqbalaaq","مسجد کمرک آقبلاق, کمرک آقبلاق",4,3,1,0,2200,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2208","NO","08","BALCHERAGH","BALCHERAGH","بل چراغ","2208137","Naishar Primary School, Naishar","مکتب ابتدای نیشر, نیشر",4,3,1,0,2300,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2208","NO","08","BALCHERAGH","BALCHERAGH","بل چراغ","2208138","Religious School, Balcheragh Center","مدرسه, مرکز بلچراغ",5,4,1,0,3000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2208","NO","08","BALCHERAGH","BALCHERAGH","بل چراغ","2208142","Taghlams School, Taghlams","مکتب تغلمس, تغلمس",4,3,1,0,2310,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2208","NO","08","BALCHERAGH","BALCHERAGH","بل چراغ","2208143","Malf Tash Qala School","مکتب قلعه مالف تاش",4,3,1,0,2484,"راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2208","NO","08","BALCHERAGH","BALCHERAGH","بل چراغ","2208207","Qeermah Mosque","مسجد قیرمه,",3,2,1,0,1800,"مرکز جدید/ راه مرکب وجود دارد نه موتر"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209145","Gul Qaduk, Gul Qaduk","گل قدوق, گل قدوق",3,2,1,0,2430,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209146","Tapa Qala, Tapa Qala","تپه قلعه, تپه قلعه",3,2,1,0,2330,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209147","Gul Zar, Gul Zar","گل زار, گل زار",3,2,1,0,2390,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209148","Tash Qala, Tash Qala","تاش قلعه, تاش قلعه",3,2,1,0,2380,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209149","Islam Qala, Islam Qala","اسلام قلعه, اسلام قلعه",5,3,2,0,3000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209150","Mahd, Mahd","مهد, مهد",5,3,2,0,3000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209151","Sardaba Astana Baba, Sardaba Astana Baba","سردابه آستانه بابا, سردابه آستانه بابا",4,2,2,0,2380,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209152","Baloch wa Tawakuli School, Baloch wa Tawakuli","مکتب بلوچ و توکلی, بلوچ و توکلی",4,2,2,0,3692,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209153","Kohe Sayad School, Kohe Sayad","مکتب کوه صیاد, کوه صیاد",4,2,2,0,2500,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209154","Shah Yousuf, Shah Yousuf","شاه یوسف, شاه یوسف",2,1,1,0,1810,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209155","Shamsuddin High School, Faiz Abad","لیسه شمس الدین, فیض آباد",4,2,2,0,2800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209156","Kohe Sayad, Kohe Sayad","کوه صیاد, کوه صیاد",4,2,2,0,2800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209157","Qarghqool Mosque","مسجد قرغقول",2,1,1,0,1180,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2209","NO","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","2209208","Karwan Sang school","مکتب کاروان سنگ",3,2,1,0,1740,"مرکز جدید"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210158","Qozy Biqala Girls School","مکتب نسوان قوزی بقاله",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210159","Jar Qala School, Kokcha Qala","مکتب جر قلعه, کوک چه قلعه",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210160","Sayed Younas Khan's Mosque Yard","میدان مسجد سید یونس خان",3,2,1,0,1210,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210162","Girls Primary School,Topkhana","مکتب ابتدایه نسوان، توپخانه",5,3,2,0,2980,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210163","Quraish Primary School, Quraish","مکتب ابتدای قریش, قریش",4,2,2,0,2410,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210164","Charshaghano Primary School, Charshagano","مکتب ابتدای چارشنغو, چار شنغو",4,2,2,0,2370,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210165","Mullah Sakhy Mohammad's House","منزل ملا سخی محمد",4,2,2,0,2340,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210166","Takht Plordi Primary School, takht Plordi","مکتب ابتدای تخت پلوردی, تخت پلوردی",4,2,2,0,2220,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210167","Pata Baba, Pata Baba","پته بابا, پته بابا",6,2,2,2,2200,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2210","NO","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","2210168","Jooqha garden","باغ جوق ها",3,2,1,0,1130,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2211","NO","11","QARAM QUL","QARAM QUL","قرم قل","2211170","Qaramqol Primary School, Qaramqol","مکتب ابتدای قرمقول, قرمقول",3,2,1,0,1700,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2211","NO","11","QARAM QUL","QARAM QUL","قرم قل","2211171","Qaramqol District Building, Qaramqol Center","تعمیر ولسوالی قرمقول, مرکز قرمقول",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2211","NO","11","QARAM QUL","QARAM QUL","قرم قل","2211172","Sarband Secondary School, Sarband","مکتب متوسطه سربند, سربند",2,1,1,0,988,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2211","NO","11","QARAM QUL","QARAM QUL","قرم قل","2211173","Yousuf Mirzai School, Yousuf Mirzai","مکتب یوسف میرزای, یوسف میرزای",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2211","NO","11","QARAM QUL","QARAM QUL","قرم قل","2211174","Alti Bolak School, Alti Bolak","مکتب آلتی بولک, آلتی بولک",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2212","NO","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","2212175","Khanchar Bagh Primary School, Khanchar Bagh","مکتب ابتدای خانچار باغ, خانچارباغ",4,2,2,0,2010,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2212","NO","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","2212176","Khanchar Bagh High School, Khanchar Bagh","لیسه خانچار باغ, خانچارباغ",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2212","NO","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","2212177","Chakman School, Chakman","مکتب چکمن, چکمن",4,2,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2212","NO","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","2212178","Aaq Masjid, Kohna Qala","آق مسجد, کهنه قلعه",4,2,2,0,2262,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2212","NO","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","2212179","Arabshah Mosque, Arabshah Balaa","مسجد عربشاه, عربشاه بالا",2,1,1,0,1000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2212","NO","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","2212180","Arab Shah Payan school","مکتب عرب شاه پایان",2,1,1,0,1000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213181","Yoldoz High School, Qurghan","لیسه یولدوز, قرغان",5,3,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213182","Abu Muslim High School, Qarghan","لیسه ابو مسلم, قرغان",5,3,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213183","Imam Bukhari Religious Mosque, Qarghan","مدرسه امام بخاری, قرغان",5,3,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213184","Almurad Bai Mosque, Qarghan","مسجد المراد بای, قرغان",4,3,1,0,1800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213185","Qazi Baba Murad Secondary School, Qarghan","مکتب متوسطه قاضی بابه مراد, قرغان",4,3,1,0,1800,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213186","Dawlat Gildi Primary School, Qarghan","مکتب ابتدای دولت گیلدی, قرغان",4,3,1,0,1900,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213187","Twachi Secondary School, Twachi","مکتب متوسطه تواچی, توا چی",4,3,1,0,1900,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213188","Kulal Khana Girls Secondary School, Kulal Khana","مکتب متوسطه اناث کلال خانه, کلال خانه",4,3,1,0,1976,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2213","NO","13","ANDKHOI","ANDKHOI","اندخوی","2213189","Rahmatullah school","مکتب رحمت الله",4,3,1,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214190","Qarghan High School, Qarghan","لیسه قرغان, قرغان",4,2,2,0,2600,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214191","Yaka Toot Mosque, Yaka Toot","مسجد یکه توت, یکه توت",2,1,1,0,1028,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214192","Khalifa Abdullah Mosque, Andkhoy","مسجد خلیفه عبدالله, اندخوی",2,1,1,0,1000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214193","Haji Halem, Kohna Qarghan","حاجی عالم, کهنه قرغان",3,2,1,0,1900,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214194","Namaz Gahi Kamangar Secondary School, Namaz Gahi Kamangar","مکتب متوسطه نماز گاهی کمانگر, نمازگاهی کمانگر",3,1,2,0,2000,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214195","Amir Abad Secondary School, Amir Abad","مکتب متوسطه امیر آباد, امیر آباد",5,3,2,0,4630,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214196","Haji Laar Mosque, Haji Laar","مسجد حاجی لار, حاجی لار",3,2,1,0,1950,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214197","Aaq Mosque","آق مسجد, آق",4,2,2,0,2600,"راه مواصلاتی وجود دارد"
"22","29","Faryab","فاریاب","فارياب","2214","NO","14","QURGHAN","QURGHAN","قرغان","2214198","Bagh e Bostan High school","لیسه باغ بوستان / قبلا لیسه نسوان قرغان",4,2,2,0,3220,"راه مواصلاتی وجود دارد"
"23","31","Badghis","بادغیس","بادغيس","2301","YES","01","PROVINCIAL CENTER (QALA-I-NOW)","PROVINCIAL CENTER (QALA-I-NOW)","مرکزبادغیس - قلعه نو","2301001","Hanzala School Qala e Naw, Hanzala","فلعه نو مکتب حنظله, حنظله",4,4,0,0,2000,"ازمرکز ولسوالی توسط موتر"
"23","31","Badghis","بادغیس","بادغيس","2301","YES","01","PROVINCIAL CENTER (QALA-I-NOW)","PROVINCIAL CENTER (QALA-I-NOW)","مرکزبادغیس - قلعه نو","2301002","Girls' school","مکتب نسوان, مکتب نسوان",3,0,3,0,2000,"ازمرکز ولسوالی توسط موتر"
"23","31","Badghis","بادغیس","بادغيس","2301","YES","01","PROVINCIAL CENTER (QALA-I-NOW)","PROVINCIAL CENTER (QALA-I-NOW)","مرکزبادغیس - قلعه نو","2301003","Ferestan school","مکتب فرستان, فرستان",3,2,1,0,1500,"ازمرکز ولسوالی توسط موتر"
"23","31","Badghis","بادغیس","بادغيس","2301","YES","01","PROVINCIAL CENTER (QALA-I-NOW)","PROVINCIAL CENTER (QALA-I-NOW)","مرکزبادغیس - قلعه نو","2301004","Khum Abasi School, khum Abasi","مکتب خم عبا سی, خم عبا سی",3,2,1,0,1500,"ازمرکز ولسوالی توسط موتر"
