"electorate","province_code","district_code","district_number","pc_code","pc_number","ps_code","ps_type","prelim_reporting"
"General","19","1914","14","1914290","290","1914290-03","F","YES"
"General","19","1914","14","1914291","291","1914291-01","M","YES"
"General","19","1914","14","1914291","291","1914291-02","M","YES"
"General","19","1914","14","1914291","291","1914291-03","F","YES"
"General","19","1914","14","1914292","292","1914292-01","M","YES"
"General","19","1914","14","1914292","292","1914292-02","F","YES"
"General","19","1914","14","1914293","293","1914293-01","M","YES"
"General","19","1914","14","1914293","293","1914293-03","F","YES"
"General","19","1914","14","1914294","294","1914294-01","M","YES"
"General","19","1914","14","1914294","294","1914294-02","M","YES"
"General","19","1914","14","1914294","294","1914294-03","F","YES"
"General","19","1914","14","1914295","295","1914295-01","M","YES"
"General","19","1914","14","1914295","295","1914295-02","F","YES"
"General","19","1914","14","1914296","296","1914296-01","M","YES"
"General","19","1914","14","1914296","296","1914296-02","M","YES"
"General","19","1914","14","1914296","296","1914296-03","F","YES"
"General","19","1914","14","1914297","297","1914297-01","M","YES"
"General","19","1914","14","1914297","297","1914297-02","F","YES"
"General","19","1914","14","1914298","298","1914298-01","M","YES"
"General","19","1914","14","1914298","298","1914298-02","F","YES"
"General","19","1914","14","1914299","299","1914299-01","M","YES"
"General","19","1914","14","1914300","300","1914300-01","M","YES"
"General","19","1914","14","1914300","300","1914300-02","F","YES"
"General","19","1914","14","1914301","301","1914301-01","M","YES"
"General","19","1914","14","1914301","301","1914301-02","F","YES"
"General","19","1914","14","1914302","302","1914302-01","M","YES"
"General","19","1914","14","1914302","302","1914302-02","F","YES"
"General","19","1915","15","1915303","303","1915303-01","M","YES"
"General","19","1915","15","1915303","303","1915303-02","M","YES"
"General","19","1915","15","1915303","303","1915303-03","F","YES"
"General","19","1915","15","1915304","304","1915304-01","M","YES"
"General","19","1915","15","1915304","304","1915304-02","M","YES"
"General","19","1915","15","1915304","304","1915304-03","F","YES"
"General","19","1915","15","1915305","305","1915305-01","M","YES"
"General","19","1915","15","1915305","305","1915305-02","M","YES"
"General","19","1915","15","1915305","305","1915305-03","F","YES"
"General","19","1915","15","1915306","306","1915306-01","M","YES"
"General","19","1915","15","1915306","306","1915306-02","F","YES"
"General","19","1915","15","1915307","307","1915307-01","M","YES"
"General","19","1915","15","1915307","307","1915307-03","F","YES"
"General","19","1915","15","1915308","308","1915308-01","M","YES"
"General","19","1915","15","1915308","308","1915308-02","F","YES"
"General","19","1915","15","1915309","309","1915309-01","M","YES"
"General","19","1915","15","1915309","309","1915309-02","M","YES"
"General","19","1915","15","1915309","309","1915309-03","F","YES"
"General","19","1915","15","1915310","310","1915310-01","M","YES"
"General","19","1915","15","1915310","310","1915310-02","M","YES"
"General","19","1915","15","1915310","310","1915310-03","F","YES"
"General","19","1915","15","1915311","311","1915311-01","M","YES"
"General","19","1915","15","1915311","311","1915311-02","M","YES"
"General","19","1915","15","1915313","313","1915313-01","M","YES"
"General","19","1915","15","1915313","313","1915313-03","F","YES"
"General","19","1915","15","1915314","314","1915314-02","F","YES"
"General","19","1915","15","1915315","315","1915315-01","M","YES"
"General","19","1915","15","1915315","315","1915315-02","F","YES"
"General","19","1915","15","1915316","316","1915316-01","M","YES"
"General","19","1915","15","1915316","316","1915316-02","F","YES"
"General","19","1915","15","1915317","317","1915317-01","M","YES"
"General","19","1915","15","1915318","318","1915318-02","F","YES"
"General","19","1915","15","1915319","319","1915319-01","M","YES"
"General","19","1915","15","1915319","319","1915319-02","F","YES"
"General","19","1915","15","1915324","324","1915324-01","M","YES"
"General","19","1915","15","1915324","324","1915324-02","F","YES"
"General","20","2001","01","2001001","001","2001001-01","M","YES"
"General","20","2001","01","2001001","001","2001001-02","M","YES"
"General","20","2001","01","2001001","001","2001001-03","M","YES"
"General","20","2001","01","2001001","001","2001001-04","M","YES"
"General","20","2001","01","2001001","001","2001001-05","M","YES"
"General","20","2001","01","2001001","001","2001001-06","M","YES"
"General","20","2001","01","2001001","001","2001001-07","F","YES"
"General","20","2001","01","2001001","001","2001001-08","F","YES"
"General","20","2001","01","2001001","001","2001001-09","F","YES"
"General","20","2001","01","2001002","002","2001002-01","M","YES"
"General","20","2001","01","2001002","002","2001002-02","M","YES"
"General","20","2001","01","2001002","002","2001002-03","M","YES"
"General","20","2001","01","2001002","002","2001002-04","M","YES"
"General","20","2001","01","2001002","002","2001002-05","M","YES"
"General","20","2001","01","2001002","002","2001002-06","M","YES"
"General","20","2001","01","2001002","002","2001002-07","F","YES"
"General","20","2001","01","2001002","002","2001002-08","F","YES"
"General","20","2001","01","2001002","002","2001002-09","F","YES"
"General","20","2001","01","2001002","002","2001002-10","F","YES"
"General","20","2001","01","2001002","002","2001002-11","M","YES"
"General","20","2001","01","2001003","003","2001003-01","M","YES"
"General","20","2001","01","2001003","003","2001003-02","M","YES"
"General","20","2001","01","2001003","003","2001003-03","F","YES"
"General","20","2001","01","2001003","003","2001003-04","F","YES"
"General","20","2001","01","2001004","004","2001004-01","M","YES"
"General","20","2001","01","2001004","004","2001004-02","M","YES"
"General","20","2001","01","2001004","004","2001004-03","M","YES"
"General","20","2001","01","2001004","004","2001004-04","F","YES"
"General","20","2001","01","2001004","004","2001004-05","F","YES"
"General","20","2001","01","2001005","005","2001005-01","M","YES"
"General","20","2001","01","2001005","005","2001005-02","M","YES"
"General","20","2001","01","2001005","005","2001005-03","F","YES"
"General","20","2001","01","2001005","005","2001005-04","F","YES"
"General","20","2001","01","2001006","006","2001006-01","M","YES"
"General","20","2001","01","2001006","006","2001006-02","M","YES"
"General","20","2001","01","2001006","006","2001006-03","M","YES"
"General","20","2001","01","2001006","006","2001006-04","F","YES"
"General","20","2001","01","2001006","006","2001006-05","F","YES"
"General","20","2001","01","2001007","007","2001007-01","M","YES"
"General","20","2001","01","2001007","007","2001007-02","M","YES"
"General","20","2001","01","2001007","007","2001007-03","M","YES"
"General","20","2001","01","2001007","007","2001007-04","F","YES"
"General","20","2001","01","2001007","007","2001007-05","F","YES"
"General","20","2001","01","2001008","008","2001008-01","M","YES"
"General","20","2001","01","2001008","008","2001008-02","M","YES"
"General","20","2001","01","2001008","008","2001008-03","M","YES"
"General","20","2001","01","2001008","008","2001008-04","F","YES"
"General","20","2001","01","2001008","008","2001008-05","F","YES"
"General","20","2001","01","2001009","009","2001009-01","M","YES"
"General","20","2001","01","2001009","009","2001009-02","M","YES"
"General","20","2001","01","2001009","009","2001009-04","F","YES"
"General","20","2001","01","2001009","009","2001009-05","F","YES"
"General","20","2001","01","2001010","010","2001010-01","M","YES"
"General","20","2001","01","2001010","010","2001010-02","M","YES"
"General","20","2001","01","2001010","010","2001010-03","M","YES"
"General","20","2001","01","2001010","010","2001010-04","F","YES"
"General","20","2001","01","2001010","010","2001010-05","F","YES"
"General","20","2001","01","2001011","011","2001011-01","M","YES"
"General","20","2001","01","2001011","011","2001011-02","M","YES"
"General","20","2001","01","2001011","011","2001011-03","F","YES"
"General","20","2001","01","2001011","011","2001011-04","F","YES"
"General","20","2001","01","2001012","012","2001012-01","M","YES"
"General","20","2001","01","2001012","012","2001012-02","M","YES"
"General","20","2001","01","2001012","012","2001012-03","M","YES"
"General","20","2001","01","2001012","012","2001012-04","F","YES"
"General","20","2001","01","2001012","012","2001012-05","F","YES"
"General","20","2001","01","2001013","013","2001013-01","M","YES"
"General","20","2001","01","2001013","013","2001013-02","M","YES"
"General","20","2001","01","2001013","013","2001013-03","F","YES"
"General","20","2001","01","2001013","013","2001013-05","F","YES"
"General","20","2001","01","2001014","014","2001014-01","M","YES"
"General","20","2001","01","2001014","014","2001014-02","M","YES"
"General","20","2001","01","2001014","014","2001014-03","F","YES"
"General","20","2001","01","2001014","014","2001014-04","F","YES"
"General","20","2001","01","2001015","015","2001015-01","M","YES"
"General","20","2001","01","2001015","015","2001015-02","M","YES"
"General","20","2001","01","2001015","015","2001015-03","M","YES"
"General","20","2001","01","2001015","015","2001015-04","M","YES"
"General","20","2001","01","2001015","015","2001015-05","M","YES"
"General","20","2001","01","2001015","015","2001015-06","F","YES"
"General","20","2001","01","2001015","015","2001015-07","F","YES"
"General","20","2001","01","2001015","015","2001015-08","F","YES"
"General","20","2001","01","2001016","016","2001016-01","M","YES"
"General","20","2001","01","2001016","016","2001016-02","M","YES"
"General","20","2001","01","2001016","016","2001016-03","F","YES"
"General","20","2001","01","2001016","016","2001016-04","F","YES"
"General","20","2001","01","2001017","017","2001017-01","M","YES"
"General","20","2001","01","2001017","017","2001017-02","M","YES"
"General","20","2001","01","2001017","017","2001017-03","F","YES"
"General","20","2001","01","2001017","017","2001017-04","F","YES"
"General","20","2001","01","2001018","018","2001018-01","M","YES"
"General","20","2001","01","2001018","018","2001018-02","M","YES"
"General","20","2001","01","2001018","018","2001018-03","F","YES"
"General","20","2001","01","2001018","018","2001018-04","F","YES"
"General","20","2001","01","2001019","019","2001019-01","M","YES"
"General","20","2001","01","2001019","019","2001019-02","M","YES"
"General","20","2001","01","2001019","019","2001019-03","M","YES"
"General","20","2001","01","2001019","019","2001019-04","F","YES"
"General","20","2001","01","2001019","019","2001019-05","F","YES"
"General","20","2001","01","2001020","020","2001020-01","M","YES"
"General","20","2001","01","2001020","020","2001020-02","M","YES"
"General","20","2001","01","2001020","020","2001020-03","M","YES"
"General","20","2001","01","2001020","020","2001020-04","F","YES"
"General","20","2001","01","2001020","020","2001020-05","F","YES"
"General","20","2001","01","2001021","021","2001021-01","M","YES"
"General","20","2001","01","2001021","021","2001021-02","M","YES"
"General","20","2001","01","2001021","021","2001021-03","F","YES"
"General","20","2001","01","2001021","021","2001021-04","F","YES"
"General","20","2001","01","2001022","022","2001022-01","M","YES"
"General","20","2001","01","2001022","022","2001022-02","M","YES"
"General","20","2001","01","2001022","022","2001022-03","F","YES"
"General","20","2001","01","2001022","022","2001022-04","F","YES"
"General","20","2001","01","2001023","023","2001023-01","M","YES"
"General","20","2001","01","2001023","023","2001023-02","F","YES"
"General","20","2001","01","2001024","024","2001024-01","M","YES"
"General","20","2001","01","2001024","024","2001024-02","F","YES"
"General","20","2001","01","2001024","024","2001024-03","F","YES"
"General","20","2001","01","2001025","025","2001025-01","M","YES"
"General","20","2001","01","2001025","025","2001025-02","M","YES"
"General","20","2001","01","2001025","025","2001025-03","F","YES"
"General","20","2001","01","2001025","025","2001025-04","F","YES"
