"province_code","province_name_eng","candidate_code","candidate_name_eng","candidate_name_dari","candidate_name_pashto"
21,"Balkh","21-1338-60","Abdul Samad Nayazai","عبدالصمد نیازی ","عبدالصمد نیازی "
21,"Balkh","21-1593-99","Dr Khalilullah Hekmati","داکترخلیل الله حکمتی ","داکترخلیل الله حکمتی "
21,"Balkh","21-1073-8","Ahmad Jawid Karimi","احمد جاوید کریمی","احمد جاوید کریمی"
21,"Balkh","21-1005-2","Sayed Jabar Agha","سید جبار آغا","سید جبار آغا"
21,"Balkh","21-1162-67","Zaher Khan Lodin","ظاهر خان لودین ","ظاهر خان لودین "
21,"Balkh","21-1569-102","Dr Nematullah Hakim","داکتر نعمت الله حکیم ","داکتر نعمت الله حکیم "
21,"Balkh","21-1401-92","Mohammad Nayem Bawjad Balkhi","محمد نعیم باوجد بلخی ","محمد نعیم باوجد بلخی "
21,"Balkh","21-1433-53","Abdullah Aminzadah","عبدالله امین زاده","عبدالله امین زاده"
21,"Balkh","21-1705-18","Sonia Rajabi","سونیا رجبی","سونیا رجبی"
21,"Balkh","21-1665-39","Mermen Robaba Naye","میرمن ربابه نایبی","میرمن ربابه نایبی"
21,"Balkh","21-1250-64","Fawzia Hamidi","فوزیه حمیدی ","فوزیه حمیدی "
21,"Balkh","21-1062-91","Hamed Hassani","حامد حسنی ","حامد حسنی "
21,"Balkh","21-1402-50","Qari Mohammad Ibrahim Taheri","قاری محمد ابراهیم طاهری ","قاری محمد ابراهیم طاهری "
21,"Balkh","21-1537-6","Shah Aghasi Ibrahimkhel","شاه اغاسی  ابراهیم خیل","شاه اغاسی  ابراهیم خیل"
21,"Balkh","21-1177-79","Ghullam Haidar Wahidi","غلام حیدر وحیدی ","غلام حیدر وحیدی "
21,"Balkh","21-1174-13","Phd Dr Mohammad Wakil Matin","پروفیسور دکتور محمد وکیل متین","پروفیسور دکتور محمد وکیل متین"
21,"Balkh","21-1130-98","Hekmatullah Hakimi","حکمت الله حکیمی ","حکمت الله حکیمی "
21,"Balkh","21-1221-76","Fazeluddin Hajizada","فضل الدین حاجی زاده","فضل الدین حاجی زاده"
21,"Balkh","21-1461-23","Najia Naseri","ناجیه ناصری ","ناجیه ناصری "
21,"Balkh","21-1233-40","Marya Amiri Mohmand","ماریا امیری مهمند ","ماریا امیری مهمند "
21,"Balkh","21-1210-70","Ajaml Ziaye","اجمل ضیایی ","اجمل ضیایی "
21,"Balkh","21-1541-5","Danesh Ahmad Daneshwar","دانش احمد دانشور","دانش احمد دانشور"
21,"Balkh","21-1182-107","Sayed Abdul Wahab Ahmadi","سیدعبدالوهاب احمدی","سیدعبدالوهاب احمدی"
21,"Balkh","21-1585-104","Mohammad Omid Rahimi","محمد امید رحیمی ","محمد امید رحیمی "
21,"Balkh","21-1158-12","Abdul Saboor Saboor","عبدالصبور صبور","عبدالصبور صبور"
21,"Balkh","21-1505-25","Najib Paikan","نجیب پیکان ","نجیب پیکان "
21,"Balkh","21-1186-75","Esrar Tashqurghani","اسرار تاشقرغانی","اسرار تاشقرغانی"
21,"Balkh","21-1134-59","Parisa Shams Sadat","پریسا شمس سادات ","پریسا شمس سادات "
21,"Balkh","21-1577-84","Mohammad Ibrahim Khair Andesh","محمد ابراهیم خیراندش ","محمد ابراهیم خیراندش "
21,"Balkh","21-1201-37","Rayes Mohammad Ibrahimzada","رئیس محمد ابراهیم زاده","رئیس محمد ابراهیم زاده"
21,"Balkh","21-1306-3","Sayed Zaher Masror","سیدظاهر مسرور","سیدظاهر مسرور"
21,"Balkh","21-1157-73","Taaj Mohammad Mubarez Dawlatzai","تاج محمد مبارز دولت زی ","تاج محمد مبارز دولت زی "
21,"Balkh","21-1314-108","Ustad Sorya Bawar Omar","استاد سوریا باور عمری ","استاد سوریا باور عمری "
21,"Balkh","21-1230-88","Mohammad Isshaq Behroz Nezhad","محمد اسحق بهروز نژاد ","محمد اسحق بهروز نژاد "
21,"Balkh","21-1034-304","Zemarai akramzada","زمری اکرم زاده ","زمری اکرم زاده "
21,"Balkh","21-1145-49","Azizullah Kargar","عزیزالله کارگر","عزیزالله کارگر"
21,"Balkh","21-1141-9","Abdul Hamid Sharifi","عبدالحمید شریفی","عبدالحمید شریفی"
21,"Balkh","21-1205-94","Bashir Ahmad Azizullah","بشیر احمد عزیزالله","بشیر احمد عزیزالله"
21,"Balkh","21-1397-26","Farzana Rahimi","فرزانه رحیمی ","فرزانه رحیمی "
21,"Balkh","21-1305-20","Alhaj Mohammad Abdu","الحاج محمد عبده ","الحاج محمد عبده "
21,"Balkh","21-1049-81","Saifora Neyari","صیفوره نیاری ","صیفوره نیاری "
21,"Balkh","21-1046-95","Humaira Akakhel","حمیرا اکاخیل ","حمیرا اکاخیل "
21,"Balkh","21-1050-93","Masood Fedaye","مسعود فدای ","مسعود فدای "
21,"Balkh","21-1605-7","Sayed Ali Reza Mohmoodi","سید علی رضا محمودی","سید علی رضا محمودی"
21,"Balkh","21-1429-66","Shekeba Shekeb","شکیبا شکیب ","شکیبا شکیب "
21,"Balkh","21-1150-78","Breshna Rabi","برشنا ربیع ","برشنا ربیع "
21,"Balkh","21-1257-28","Rayes Abdul Khaleq","ریس عبدالخالق","ریس عبدالخالق"
21,"Balkh","21-1633-74","Humayoun Ramazan","همایون رمضان ","همایون رمضان "
21,"Balkh","21-1685-14","Tora Baaz Stanikzai","طوره باز ستانکزی ","طوره باز ستانکزی "
21,"Balkh","21-1529-71","Abdullah Bakhtyari","عبدالله بختیاری","عبدالله بختیاری"
21,"Balkh","21-1022-82","Alhaj Munir Mohammad Mashwani","الحاج منیر محمد مشوانی ","الحاج منیر محمد مشوانی "
21,"Balkh","21-1273-58","Gull Rahman Hamdard","گل رحمن همدرد  ","گل رحمن همدرد  "
21,"Balkh","21-1601-56","Aatia Sadat Alamdar","عاتیکه سادات علمدار ","عاتیکه سادات علمدار "
21,"Balkh","21-1069-17","Nasrin Shahir","نسرین شهیر","نسرین شهیر"
21,"Balkh","21-1318-68","Alhaj Gull Mohammad Airkan","الحاج گل محمد ایرکن ","الحاج گل محمد ایرکن "
21,"Balkh","21-1418-57","Shir Agha Pahlawanzada","شیر اغا پهلوان زاده","شیر اغا پهلوان زاده"
21,"Balkh","21-1081-80","Dr Gullalai Noor Safi","داکتر گلالی نور صافی ","داکتر گلالی نور صافی "
21,"Balkh","21-1078-69","Sayed Nasratullah ","سیدنصرت الله ","سیدنصرت الله "
21,"Balkh","21-1118-4","Mohammad Ali Mohaqeq","محمد علی محقق ","محمد علی محقق "
21,"Balkh","21-1245-89","Marya Rahin","ماریا رهین ","ماریا رهین "
21,"Balkh","21-1309-85","Shir Mohammad Abu Tariq Majlesi","شیرمحمد ابوطارق مجلسی ","شیرمحمد ابوطارق مجلسی "
21,"Balkh","21-1185-10","Ghullam Abass Ibrahimzada","غلام عباس ابراهیم زاده","غلام عباس ابراهیم زاده"
21,"Balkh","21-1637-15","Gull Mohammad Pahlawan","گل محمد پهلوان","گل محمد پهلوان"
21,"Balkh","21-1181-77","Dr Tahera Aalemi","داکتر طاهره عالمی ","داکتر طاهره عالمی "
21,"Balkh","21-1609-24","Mahbooba Sadat","محبوبه سادات ","محبوبه سادات "
21,"Balkh","21-1222-96","Damulla Mohammad Rasool Arlati","داملا محمد رسول ارلاتی","داملا محمد رسول ارلاتی"
21,"Balkh","21-1234-11","Najla Habibi","نجلا حبیبی ","نجلا حبیبی "
21,"Balkh","21-1074-27","Alam Khan Azadi","علم خان ازادی ","علم خان ازادی "
21,"Balkh","21-1010-97","Abdul Rasool Talash","عبدالرسول تلاش","عبدالرسول تلاش"
21,"Balkh","21-1253-72","Mohammad Hashem Azimi","محمد هاشم عظیمی ","محمد هاشم عظیمی "
21,"Balkh","21-1194-38","Shah Mardanqul Mardan","شاهمردانقل مردان ","شاهمردانقل مردان "
21,"Balkh","21-1613-61","Zabiullah Kakar","ذبیح الله کاکر ","ذبیح الله کاکر "
21,"Balkh","21-1298-65","Mohammad Aslam Isshaqzai","محمد اسلم اسحق زی ","محمد اسلم اسحق زی "
21,"Balkh","21-1122-103","Arefa Anwari","عارفه انوری ","عارفه انوری "
21,"Balkh","21-1697-41","Mohammad Fahim Amiri","محمد فهیم امیری ","محمد فهیم امیری "
21,"Balkh","21-1021-62","Sardar Wali Mohammad Geraan","سردار ولی محمد گران ","سردار ولی محمد گران "
21,"Balkh","21-1198-51","Salman Ali Mohammadi","سلمان علی محمدی ","سلمان علی محمدی "
21,"Balkh","21-1249-63","Eng Dost Mohammad Paikan","انجینر دوست محمد پیکان","انجینر دوست محمد پیکان"
22,"Sar-e-Pul","22-1609-89","Sayed Hussain Adeli","سیدحسین عادلی","سیدحسین عادلی"
22,"Sar-e-Pul","22-1117-12","Eng Sulaiman Isshaqzai","انجینرسلیمان اسحق زی","انجینرسلیمان اسحق زی"
22,"Sar-e-Pul","22-1417-91","Haj Sayed Hayatullah Aalimi","حاج سیدحیات الله عالمی","حاج سیدحیات الله عالمی"
22,"Sar-e-Pul","22-1274-38","Haji Abdul Karim Malekzai","حاجی عبدالکریم ملکزی","حاجی عبدالکریم ملکزی"
22,"Sar-e-Pul","22-1577-64","Qari Mohammad Ayoub Ansari","قاری محمدایوب انصاری","قاری محمدایوب انصاری"
22,"Sar-e-Pul","22-1541-21","Razia Sadat","راضیه سادات","راضیه سادات"
22,"Sar-e-Pul","22-1141-40","Mohammad Hussain Fahimi","محمدحسین فهیمی","محمدحسین فهیمی"
22,"Sar-e-Pul","22-1226-90","Mohammad Ewaz Jahani","محمدعوض جهانی","محمدعوض جهانی"
22,"Sar-e-Pul","22-1545-57","Alhaj Qazi Mohammad Omar Isshaqzai","الحاج قاضی محمدعمراسحق زی","الحاج قاضی محمدعمراسحق زی"
22,"Sar-e-Pul","22-1266-50","Sayed Hassan Safaye","سیدحسن صفایی","سیدحسن صفایی"
22,"Sar-e-Pul","22-1329-127","Abdul Samad Azizi","عبدالصمد عزیزی","عبدالصمد عزیزی"
22,"Sar-e-Pul","22-1326-51","Dr Assadullah Ayoubi","داکتراسدالله ایوبی","داکتراسدالله ایوبی"
22,"Sar-e-Pul","22-1185-1","Mohammad Akbari Sultanzadah","محمداکبرسلطان زاده","محمداکبرسلطان زاده"
22,"Sar-e-Pul","22-1142-84","Abdul Bashir Azad","عبدالبشیرازاد","عبدالبشیرازاد"
22,"Sar-e-Pul","22-1290-23","Nasima Shafaq","نسیمه شفق","نسیمه شفق"
22,"Sar-e-Pul","22-1309-53","Dr Jaan Mohammad","داکترجان محمد","داکترجان محمد"
22,"Sar-e-Pul","22-1034-86","Sayed Iqbal Ziaye","سیداقبال ضیایی","سیداقبال ضیایی"
22,"Sar-e-Pul","22-1325-92","Noorullah Alizadah","نورالله علیزاده","نورالله علیزاده"
22,"Sar-e-Pul","22-1193-101","Makhdom Hasibullah Karizi","مخدوم حسیب الله کاریزی","مخدوم حسیب الله کاریزی"
22,"Sar-e-Pul","22-1094-16","Sayed Mohammad Hassan Sharifi Balkhabi","سیدمحمدحسن شریفی بلخابی","سیدمحمدحسن شریفی بلخابی"
22,"Sar-e-Pul","22-1173-29","Ali Mohammad Payenda","علی محمدپاینده","علی محمدپاینده"
22,"Sar-e-Pul","22-1009-71","Mohammad Aref Sharifi","محمدعارف شریفی","محمدعارف شریفی"
22,"Sar-e-Pul","22-1257-88","Mohammad Taher Rustami","محمدطاهررستمی","محمدطاهررستمی"
22,"Sar-e-Pul","22-1265-102","Ghullam ali Mohammadi","غلام علی محمدی","غلام علی محمدی"
22,"Sar-e-Pul","22-1385-62","Sayed Abdul Wakil Sadat","سیدعبدالوکیل سادات","سیدعبدالوکیل سادات"
22,"Sar-e-Pul","22-1133-52","Marzia Ramazani","مرضیه رمضانی","مرضیه رمضانی"
22,"Sar-e-Pul","22-1525-33","Abdul Matin Matin","عبدالمتین متین","عبدالمتین متین"
22,"Sar-e-Pul","22-1398-6","Feroz Hamidi","فیروزحمیدی","فیروزحمیدی"
22,"Sar-e-Pul","22-1061-27","Mawlawi Abdul Rahim Urfani"," مولوی عبدالرحیم عرفانی"," مولوی عبدالرحیم عرفانی"
22,"Sar-e-Pul","22-1082-65","Haji Gull Nabi Kakar","حاجی ګل نبی کاکړ","حاجی ګل نبی کاکړ"
22,"Sar-e-Pul","22-1297-72","Alhaj Hamidullah Bek","الحاج حمیدالله بیک","الحاج حمیدالله بیک"
22,"Sar-e-Pul","22-1305-22","Aziza Jalis","عزیزه جلیس","عزیزه جلیس"
22,"Sar-e-Pul","22-1253-82","Mohammad Yahya Chamran","محمدیحی چمران","محمدیحی چمران"
23,"Ghor","23-1197-90","Mohammad Musa Saghari","محمد موسی ساغری","محمد موسی ساغری"
23,"Ghor","23-1321-14","Sima Joyendah","سیما جوینده","سیما جوینده"
23,"Ghor","23-1141-78","Amanullah Bek","امان الله بیک","امان الله بیک"
23,"Ghor","23-1505-84","Khudayar Waqef","خدایارواقف","خدایارواقف"
23,"Ghor","23-1541-1","Fatema Kohistani","فاطمه کوهستانی","فاطمه کوهستانی"
23,"Ghor","23-1326-16","Mohammad Reza Aalemi Lali","محمدرضا عالمی لعلی","محمدرضا عالمی لعلی"
23,"Ghor","23-1002-69","Mawlawi Deen Mohammad Azimi","مولوی دین محمد عظیمی","مولوی دین محمد عظیمی"
23,"Ghor","23-1441-56","Mohammad Ibrahim Malekzadah","محمدابراهیم ملکزاده","محمدابراهیم ملکزاده"
23,"Ghor","23-1330-93","Fazel Ahmad","فضل احمد ","فضل احمد "
23,"Ghor","23-1305-77","Alhaj Gen Khudayar Qudsi","الحاج جنرال خدایارقدسی","الحاج جنرال خدایارقدسی"
23,"Ghor","23-1273-92","Abdul Qader Emami Ghori","عبدالقادر امامی غوری","عبدالقادر امامی غوری"
23,"Ghor","23-1094-12","Atta Mohammad Dehqanpor","عطامحمد دهقانپور","عطامحمد دهقانپور"
23,"Ghor","23-1001-3","Aziza Afzali","عزیزه افضلی","عزیزه افضلی"
23,"Ghor","23-1118-11","Kamaluddin Saed","کمال الدین سائد","کمال الدین سائد"
23,"Ghor","23-1398-15","Mohammad Sharif Muradi","محمدشریف مرادی","محمدشریف مرادی"
23,"Ghor","23-1489-82","Humayoun Khadem","همایون خادم","همایون خادم"
23,"Ghor","23-1329-89","Gull Zaman Naeb","گلزمان نائب","گلزمان نائب"
23,"Ghor","23-1133-83","Abdul Zaher Tamim","عبدالظاهرتمیم","عبدالظاهرتمیم"
23,"Ghor","23-1605-59","Keramuddin Rezazadah","کرام الدین رضازاده","کرام الدین رضازاده"
23,"Ghor","23-1274-13","Mahboob Akbari","محبوب اکبری","محبوب اکبری"
23,"Ghor","23-1529-86","Sayed Aziz Sirat","سیدعزیزسیرت","سیدعزیزسیرت"
23,"Ghor","23-1093-57","Abdullah Hewad","عبدالله هیواد","عبدالله هیواد"
23,"Ghor","23-2307-1338-36","Nader Shah Bahr","نادرشاه بحر","نادرشاه بحر"
23,"Ghor","23-1685-2","Abdul Qadir Ghafoori","عبدلقدیر غفوری","عبدلقدیر غفوری"
23,"Ghor","23-1657-81","Humayoun Hakimi","همایون حکیمی","همایون حکیمی"
23,"Ghor","23-1298-167","Sayed Ali Aqa Mushfeq","سید علی آقا مشفق","سید علی آقا مشفق"
23,"Ghor","23-1161-27","Haidar Ali Etemadi","حیدرعلی اعتمادی","حیدرعلی اعتمادی"
23,"Ghor","23-1581-4","Ruqia Nayel ","رقیه نایل","رقیه نایل"
23,"Ghor","23-1609-60","Gull Froz Ghafoori","گل فروز غفوری","گل فروز غفوری"
24,"Daykundi","24-1285-13","Mukhtar Ansari","مختار انصاری","مختار انصاری"
24,"Daykundi","24-1541-19","Abdul Karim Surosh","عبدالکریم سروش","عبدالکریم سروش"
24,"Daykundi","24-1581-41","Ali Akbar Jamshidi","علی اکبر جمشیدی","علی اکبر جمشیدی"
24,"Daykundi","24-1325-65","Shirin Mohseni","شیرین محسینی","شیرین محسینی"
24,"Daykundi","24-1117-53","Habibullah Radmanesh","حبیب الله رادمنش","حبیب الله رادمنش"
24,"Daykundi","24-1289-34","Masooma Suraya Barbari Amiri","معصومه ثریابربری امیری","معصومه ثریابربری امیری"
24,"Daykundi","24-1561-143","Aminullah Maali","امین الله مالی","امین الله مالی"
