"province_code","province_name_eng","candidate_code","candidate_name_eng","candidate_name_dari","candidate_name_pashto"
17,"Badakhshan","17-1126-52","Abdul Mosawer Obaid","عبدالمصور عبید","عبدالمصور عبید"
17,"Badakhshan","17-1265-29","Saifullah Sharifi","سیف الله شریفی","سیف الله شریفی"
17,"Badakhshan","17-1001-72","Mohammad Amin Khuramji","محمدامین خرمجی","محمدامین خرمجی"
17,"Badakhshan","17-1434-63","Abdul Jabar Forqani","عبدالجبار فرقانی","عبدالجبار فرقانی"
17,"Badakhshan","17-1266-43","Dr Attiqullah Basiri","داکتر عتیق الله بصیری","داکتر عتیق الله بصیری"
17,"Badakhshan","17-1218-38","Mawla Nazar Haqdost","مولا نظر حق دوست","مولا نظر حق دوست"
17,"Badakhshan","17-1601-80","Amanuddin Atef","امان الدین عاطف","امان الدین عاطف"
17,"Badakhshan","17-1161-3","Mohammad Islam Yaftali","محمد اسلام یفتلی","محمد اسلام یفتلی"
17,"Badakhshan","17-1158-19","Marzia Ahmadi","مرضیه احمدی","مرضیه احمدی"
17,"Badakhshan","17-1273-24","Mohammad Zekrya Sawda","محمد ذکریا سودا","محمد ذکریا سودا"
17,"Badakhshan","17-1326-65","Ziaulhaq Burhani","ضیا الحق برهانی","ضیا الحق برهانی"
17,"Badakhshan","17-1181-48","Alhaj Abdul Rahman Ebrat","الحاج عبدالرحمن عبرت","الحاج عبدالرحمن عبرت"
17,"Badakhshan","17-1461-78","Hujatullah Kheradmand","حجت الله  خردمند","حجت الله  خردمند"
17,"Badakhshan","17-1221-40","Amanullah Paiman","امان الله پیمان","امان الله پیمان"
17,"Badakhshan","17-1285-22","Junaidullah Aini","جنید الله   عینی","جنید الله   عینی"
17,"Badakhshan","17-1337-64","Sayed Abdul Qader Mudadedi","سید عبدالقادر مجددی","سید عبدالقادر مجددی"
17,"Badakhshan","17-1433-28","Sayed Khairuddin Sayad","سید خیر الدین  صیاد","سید خیر الدین  صیاد"
17,"Badakhshan","17-1230-36","Samiullah Zahori","سمیع الله ظهوری","سمیع الله ظهوری"
17,"Badakhshan","17-1177-33","Basira Moheb","بصیره  محب","بصیره  محب"
17,"Badakhshan","17-1197-57","Dr Sebghatullah Khaksar","داکتر صبغت الله خاکساری","داکتر صبغت الله خاکساری"
17,"Badakhshan","17-1555-74","Dawlat Mohammad Farzad","دولت محمد فرزاد","دولت محمد فرزاد"
17,"Badakhshan","17-1250-9","Mohammad Reza Salimi","محمد رضا   سلیمی","محمد رضا   سلیمی"
17,"Badakhshan","17-1553-23","Abdul Rauf Enaami","عبدالروف      انعامی","عبدالروف      انعامی"
17,"Badakhshan","17-1585-6","Abdul Shokor Waqef Hakimi","عبدالشکور واقف حکیمی","عبدالشکور واقف حکیمی"
17,"Badakhshan","17-1141-35","Mohammad Sediq Karim","محمدصدیق  کریم","محمدصدیق  کریم"
17,"Badakhshan","17-1002-45","Iran Gull Saihon","ایران گل سیحون","ایران گل سیحون"
17,"Badakhshan","17-1249-41","Tamkin Sharifi","تمکین شریفی","تمکین شریفی"
17,"Badakhshan","17-1561-51","Azimullah Azimi","عظیم الله عظیمی","عظیم الله عظیمی"
17,"Badakhshan","17-1033-20","Sakhidad Haidari","سخیداد  حیدری","سخیداد  حیدری"
17,"Badakhshan","17-1009-4","Haji Abdul Qadir","حاجی عبدالقدیر","حاجی عبدالقدیر"
17,"Badakhshan","17-1202-69","Mohammad Zaker","محمدذاکر","محمدذاکر"
17,"Badakhshan","17-1117-49","Farid Ahmad Rahimi","فرید احمد  رحیمی","فرید احمد  رحیمی"
17,"Badakhshan","17-1521-7","Haji Mohammad Yaqoob Esmati","حاجی محمدیعقوب  عصمتی","حاجی محمدیعقوب  عصمتی"
17,"Badakhshan","17-1338-59","Mohammad Nabi Qate","محمدنبی قاطع","محمدنبی قاطع"
17,"Badakhshan","17-1093-32","Mufti Hafiz Rahman Naqi"," مفتی حفیظ الرحمن  نقی"," مفتی حفیظ الرحمن  نقی"
17,"Badakhshan","17-1094-39","Dr Nahid Dawar","داکتر ناهیده  داور","داکتر ناهیده  داور"
17,"Badakhshan","17-1134-67","Khalid Walizada","خالد ولی زاده","خالد ولی زاده"
17,"Badakhshan","17-1665-77","Alhaj Sayed Basir Ahmadi","الحاج سید البصیر احمدی ","الحاج سید البصیر احمدی "
17,"Badakhshan","17-1234-61","Noorulhaq Aref","نورالحق عارف","نورالحق عارف"
17,"Badakhshan","17-1537-10","Nilofar Ibrahimi","نیلوفر  ابراهیمی","نیلوفر  ابراهیمی"
17,"Badakhshan","17-1169-15","Fazel Azim Zalmai Mujadedi","فضل عظیم زلمی   مجددی","فضل عظیم زلمی   مجددی"
17,"Badakhshan","17-1325-1","Ustori Yazdan Parast","استوری یزدان پرست","استوری یزدان پرست"
17,"Badakhshan","17-1170-18","Lal Mohammad Badakhsh","لعل محمد  بدخش","لعل محمد  بدخش"
17,"Badakhshan","17-1233-47","Abdul Wali Neyazi","عبدالولی  نیازی","عبدالولی  نیازی"
17,"Badakhshan","17-1005-58","Mohammad Sardar Sarwari","محمدسردار سروری","محمدسردار سروری"
17,"Badakhshan","17-1261-62","Kubra Dehqan","کبرا دهقان ","کبرا دهقان "
17,"Badakhshan","17-1401-81","Mawlawi Abdul Tawab Qazaizadah","مولوی عبدالتواب قاضی زاده","مولوی عبدالتواب قاضی زاده"
17,"Badakhshan","17-1225-70","Qazi Emaduddin Emad","قاضی عمادالدین عماد","قاضی عمادالدین عماد"
18,"Takhar","18-1141-4","Abdullah Bek","عبدالله  بیک","عبدالله  بیک"
18,"Takhar","18-1006-32","Mawlawi Ahmadullah Ahmadi","مولوی احمدالله احمدی","مولوی احمدالله احمدی"
18,"Takhar","18-1045-90","Shahnaz Mariam Mahtab","شهناز مریم  مهتاب","شهناز مریم  مهتاب"
18,"Takhar","18-1050-257","Rayes Abdul Baqi Malekzadah","ریس عبدالباقی ملک زاده","ریس عبدالباقی ملک زاده"
18,"Takhar","18-1274-18","Ghullam Sarwar Saadat","غلام سرور سعادت","غلام سرور سعادت"
18,"Takhar","18-1074-86","Fatema Masood","فاطمه مسعود","فاطمه مسعود"
18,"Takhar","18-1242-48","Dr Habibullah Rustaqi","داکتر حبیب الله رستاقی","داکتر حبیب الله رستاقی"
18,"Takhar","18-1378-114","Mohammad Bahram Oyghaaq","محمدبهرام اویغاق","محمدبهرام اویغاق"
18,"Takhar","18-1034-25","Alhaj Faizullah Bek","الحاج فیض الله بیک","الحاج فیض الله بیک"
18,"Takhar","18-1193-153","Rejauddin Amini","رجاالدین امینی","رجاالدین امینی"
18,"Takhar","18-1322-52","Salahuddin Sediqi","صلاح الدین صدیقی","صلاح الدین صدیقی"
18,"Takhar","18-1269-10","Dr Hamiduddin Yoldash","داکترحمیدالدین یولداش","داکترحمیدالدین یولداش"
18,"Takhar","18-1477-154","Bibi Salima Emami Uzbik","بی بی سلیمه امامی اوزبیک","بی بی سلیمه امامی اوزبیک"
18,"Takhar","18-1130-132","Amina Faizzad","امینه فیض زاد","امینه فیض زاد"
18,"Takhar","18-1094-24","Mohammad Aalem Saae","محمدعالم  ساعی","محمدعالم  ساعی"
18,"Takhar","18-1533-108","Sayed Ekramuddin Masoomi","سیداکرام الدین معصومی","سیداکرام الدین معصومی"
18,"Takhar","18-1158-151","Simin Hussaini","سیمین حسینی","سیمین حسینی"
18,"Takhar","18-1613-116","Khatera Azimi","خاطره عظیمی","خاطره عظیمی"
18,"Takhar","18-1126-69","Gen Najibullah Najib","جنرال نجیب الله نجیب","جنرال نجیب الله نجیب"
18,"Takhar","18-1009-79","Nazifa Yousufi Bek","نظیفه یوسفی بیک","نظیفه یوسفی بیک"
18,"Takhar","18-1149-68","Ustad Fazel Ahmad Borget","استادفضل احمد بورگیت","استادفضل احمد بورگیت"
18,"Takhar","18-1465-119","Alhaj Mohammad Akmal Mones","الحاج محمداکمل مونس","الحاج محمداکمل مونس"
18,"Takhar","18-1349-77","Bashir Ahmad Ziaye","بشیراحمد ضیایی","بشیراحمد ضیایی"
18,"Takhar","18-1398-11","Nasratullah Sediqi","نصرت الله صدیقی","نصرت الله صدیقی"
18,"Takhar","18-1253-111","Gull Agha Qarloq","گل آغا قرلق","گل آغا قرلق"
18,"Takhar","18-1229-75","Hafizullah Habibi","حفیظ الله حبیبی","حفیظ الله حبیبی"
18,"Takhar","18-1305-81","Qari Mohammad Hashem Haikalzadah","قاری محمدهاشم هیکل زاده","قاری محمدهاشم هیکل زاده"
18,"Takhar","18-1609-31","Qudratullah Zaki","قدرت الله ذکی","قدرت الله ذکی"
18,"Takhar","18-1241-63","Eng Shafiqullah Omar","انجنیرشفیق الله عمر","انجنیرشفیق الله عمر"
18,"Takhar","18-1397-26","Dr Noor Ahmad Khoshhal","داکترنوراحمدخوشخال","داکترنوراحمدخوشخال"
18,"Takhar","18-1201-49","Eng Sayed Jawid Burhan","انجینر سید جاوید برهان","انجینر سید جاوید برهان"
18,"Takhar","18-1321-149","Mawlawi Sayed Nematullah Mazhari","مولوی سیدنعمت الله مظهری","مولوی سیدنعمت الله مظهری"
18,"Takhar","18-1238-135","Khairullah Khairkhwa","خیرالله خیرخواه","خیرالله خیرخواه"
18,"Takhar","18-1082-166","Mohammad Nader Noori","محمدنادر نوری","محمدنادر نوری"
18,"Takhar","18-1298-72","Mulla Abdullah Sharafat","ملاعبدالله شرافت","ملاعبدالله شرافت"
18,"Takhar","18-1418-92","Aminullah Takhari","امین الله تخاری","امین الله تخاری"
18,"Takhar","18-1289-76","Mir Alam Khalid","میرعلم خالد","میرعلم خالد"
18,"Takhar","18-1290-141","Alhaj Mohammad Iqbal Abadyar","الحاج محمداقبال ابدیار","الحاج محمداقبال ابدیار"
18,"Takhar","18-1029-17","Sayed Jalil Sayedzada","سیدجلیل سیدزاده","سیدجلیل سیدزاده"
18,"Takhar","18-1329-93","Shekeb Sarwari","شکیب سروری","شکیب سروری"
18,"Takhar","18-1021-85","Eng Mohammad Sardar Azizi","انجنیرمحمدسردار عزیزی","انجنیرمحمدسردار عزیزی"
18,"Takhar","18-1234-41","Abdul Hanan Agha Gull Qataghani","عبدالحنان آغاگل قطغنی","عبدالحنان آغاگل قطغنی"
18,"Takhar","18-1178-102","Abdul Wahed Faqirzada","عبدالواحد فقیرزاده","عبدالواحد فقیرزاده"
18,"Takhar","18-1601-105","Eng Raaz Mohammad Faiz","انجنیررازمحمد فیض","انجنیررازمحمد فیض"
18,"Takhar","18-1469-27","Abdul Khaleq Aqsai","عبدالخالق  آقسای","عبدالخالق  آقسای"
18,"Takhar","18-1429-13","Eng Amir Mohammad Khaksar","انجنیرامیرمحمد خاکسار","انجنیرامیرمحمد خاکسار"
18,"Takhar","18-1174-98","Mohammad Namaaz Kochri","محمدنماز کوچری","محمدنماز کوچری"
18,"Takhar","18-1585-1","Abdul Rahim Barna Salehi","عبدالرحیم  برناصالحی","عبدالرحیم  برناصالحی"
18,"Takhar","18-1010-97","Dr Mohammad Rahman Hakimi","داکترمحمدرحمان حکیمی","داکترمحمدرحمان حکیمی"
18,"Takhar","18-1185-71","Razm Ara Hawash","رزم آرا حواش","رزم آرا حواش"
18,"Takhar","18-1653-95","Sayed Abdul Hanan Habibzadah","سیدعبدالحنان حبیب زاد","سیدعبدالحنان حبیب زاد"
18,"Takhar","18-1225-3","Dr Sayed Ashrafuddin Aini","داکترسیداشرف الدین عینی","داکترسیداشرف الدین عینی"
18,"Takhar","18-1529-129","Abdul Khalil Bezhan Parsa","عبدالخلیل بیژن پارسا","عبدالخلیل بیژن پارسا"
18,"Takhar","18-1333-140","Mahfoozullah Omid","محفوظ الله امید","محفوظ الله امید"
18,"Takhar","18-1541-258","Abdul Khabir Kheradmand","عبدالخبیر خردمند","عبدالخبیر خردمند"
18,"Takhar","18-1221-112","Taaj Mohammad Ghafoori","تاج محمد غفوری","تاج محمد غفوری"
18,"Takhar","18-1022-103","Eng Farid Nesar","انجنیرفریدون نثار","انجنیرفریدون نثار"
18,"Takhar","18-1629-110","Bahramuddin Hassam","بهرام الدین حسام","بهرام الدین حسام"
18,"Takhar","18-1197-164","Freshta Mirzadah","فرشته میرزاده","فرشته میرزاده"
18,"Takhar","18-1541-84","Mohammad Bashir Tanha","محمد بشیر تنها","محمد بشیر تنها"
18,"Takhar","18-1338-87","Habiba Danesh","حبیبه دانش","حبیبه دانش"
18,"Takhar","18-1194-66","Eng Eidi Mohammad Hakimi","انجنیرعیدی محمد حکیمی","انجنیرعیدی محمد حکیمی"
18,"Takhar","18-1326-80","Nematullah Farhang","نعمت الله فرهنک","نعمت الله فرهنک"
18,"Takhar","18-1153-78","Sultan Ahmad Tellaye","سلطان احمد طلای","سلطان احمد طلای"
18,"Takhar","18-1517-101","Mawlawi Abdul Wahab Urfani","مولوی عبدالوهاب  عرفان","مولوی عبدالوهاب  عرفان"
18,"Takhar","18-1569-106","Wahida Aziz","وحیده عز یز","وحیده عز یز"
18,"Takhar","18-1065-22","Gull Merza Qasemi","گلمرزا  قاسمی","گلمرزا  قاسمی"
18,"Takhar","18-1402-128","Abdul Rahim Musleh","عبدالرحیم مصلح","عبدالرحیم مصلح"
18,"Takhar","18-1133-91","Abdul Salam Ahmadi","عبدالسلام احمدی","عبدالسلام احمدی"
18,"Takhar","18-1162-34","Dr Manizgha Hamid Nawid","داکترمنیژه حمید نوید","داکترمنیژه حمید نوید"
18,"Takhar","18-1198-36","Alhaj Khair Mohammad Temor","الحاج خیرمحمد تیمور","الحاج خیرمحمد تیمور"
18,"Takhar","18-1169-150","Najibullah Khaleqyar","نجیب الله خالقیار","نجیب الله خالقیار"
18,"Takhar","18-1689-96","Gen Wali Mohammad Tawhid","جنرال ولی محمد توحید","جنرال ولی محمد توحید"
19,"Kunduz","19-1545-55","Sayed Mohammad Jawad Agha","سید محمد جواد آغا","سید محمد جواد آغا"
19,"Kunduz","19-1273-8","Mohammadullah Bataash","محمد الله بتاش","محمد الله بتاش"
19,"Kunduz","19-1177-2","Abdul Mohammad Mohammadi","عبد ل محمد  محمدی","عبد ل محمد  محمدی"
19,"Kunduz","19-1165-36","Mohammad Dawood Akbari Arzbigi"," محمد داود  اکبری عرضبیگی"," محمد داود  اکبری عرضبیگی"
19,"Kunduz","19-1161-47","Nilofar Jalali Kofi","نیلوفر جلالی کوفی ","نیلوفر جلالی کوفی "
19,"Kunduz","19-1241-82","Mohammad Ibrahim Qarloq","محمد ابراهیم قرلق","محمد ابراهیم قرلق"
19,"Kunduz","19-1010-14","Hazrat jaan Rahmatzai","حضرت جان رحمتزی","حضرت جان رحمتزی"
19,"Kunduz","19-1049-94","Abdullah Shahab","عبدالله شهاب","عبدالله شهاب"
19,"Kunduz","19-1329-49","Jawhar Shah Zakhelwal","جوهر شاه زاخیلوال ","جوهر شاه زاخیلوال "
19,"Kunduz","19-1022-37","Khan Shirin Jafari","خانشرین جعفری ","خانشرین جعفری "
19,"Kunduz","19-1077-84","Ustad Zargull Aalemi","استاد زرگل عالمی","استاد زرگل عالمی"
19,"Kunduz","19-1553-42","Haji Mohammad Omar Khan","حاجی محمد عمر خان ","حاجی محمد عمر خان "
19,"Kunduz","19-1081-16","Mohammad Ajmal Shahpor","محمد اجمل شاه پور","محمد اجمل شاه پور"
19,"Kunduz","19-1613-60","Obaidullah Nazari","عبیدالله نظری ","عبیدالله نظری "
19,"Kunduz","19-1250-79","Shukria Sarbeland","شکریه سربلند ","شکریه سربلند "
19,"Kunduz","19-1585-66","Khadija Ghaznawi","خدیجه غزنوی ","خدیجه غزنوی "
19,"Kunduz","19-1517-53","Rayesa Hussainkhel","ریسه حسین خیل ","ریسه حسین خیل "
19,"Kunduz","19-1157-44","Abdul Ghafoor Hotak","عبدالغفور هوتک","عبدالغفور هوتک"
19,"Kunduz","19-1249-29","Assadullah Know to Noor Agha","اسد الله مشهور به نور آغا","اسد الله مشهور به نور آغا"
19,"Kunduz","19-1185-43","Eng Kamal Safi","انجنیر کمال صافی","انجنیر کمال صافی"
19,"Kunduz","19-1229-60","Mohammad Jumma Bawari","محمد جمعه باوری","محمد جمعه باوری"
19,"Kunduz","19-1266-91","Eng Wahidullah Hemat","انجینر وحیدالله همت ","انجینر وحیدالله همت "
19,"Kunduz","19-1381-50","Farid Ahmad Ayoubi","فرید احمد ایوبی ","فرید احمد ایوبی "
19,"Kunduz","19-1533-46","Obaidullah Qazizada","عبیدالله قاضی زاده","عبیدالله قاضی زاده"
19,"Kunduz","19-1033-85","Ziulhaq Aaqtash","ضیاالحق آقتاش","ضیاالحق آقتاش"
19,"Kunduz","19-1133-65","Saranwal Barat Mohammad Omarkhel","څارنوال برات محمد عمرخیل ","څارنوال برات محمد عمرخیل "
19,"Kunduz","19-1321-18","Sultan Sultani","سلطان سلطانی","سلطان سلطانی"
19,"Kunduz","19-1477-45","Sayed Nematullah Sadat","سید  نعمت الله سادات","سید  نعمت الله سادات"
19,"Kunduz","19-1141-13","Eng Mohammaduddin Hamdard","انجنیر محمدالدین همدرد ","انجنیر محمدالدین همدرد "
19,"Kunduz","19-1142-9","Shah Khan Shirzad","شاه خان شیرزاد ","شاه خان شیرزاد "
19,"Kunduz","19-1429-27","Allah Nazar Nazari Turkman","الله نظر نظری ترکمن ","الله نظر نظری ترکمن "
19,"Kunduz","19-1006-92","Bibi Kubra Shahidzada","بی بی کبرا شهیدزاده ","بی بی کبرا شهیدزاده "
19,"Kunduz","19-1305-1","Shukria Paikan","شکریه پیکان ","شکریه پیکان "
19,"Kunduz","19-1529-50","Marzia Rustami","مرضیه رستمی","مرضیه رستمی"
19,"Kunduz","19-1186-4","Mirza Mohammad Laghmani","میرزا محمد لغمانی ","میرزا محمد لغمانی "
19,"Kunduz","19-1313-66","Sayed Parwiz Sadat","سید پرویز سادات ","سید پرویز سادات "
19,"Kunduz","19-1685-3","Haji Zekrya Zarifi","حاجی ذکریا ظریفی ","حاجی ذکریا ظریفی "
19,"Kunduz","19-1505-7","Gen Abdul Hadi Aimaq","جنرال عبدالهادی ایماق","جنرال عبدالهادی ایماق"
19,"Kunduz","19-1233-96","Mohammad Gull Sahebzada","محمد گل صاحب زاده ","محمد گل صاحب زاده "
19,"Kunduz","19-1901-1194-13","Zabiullah Majidi","ذبیح الله  مجیدی","ذبیح الله  مجیدی"
19,"Kunduz","19-1314-38","Jamiullah Pasoon Zakhel"," جمیع الله پاڅون زاخیل "," جمیع الله پاڅون زاخیل "
19,"Kunduz","19-1193-63","Abdul Rahman Baryalai Fazel","عبدالرحمن بریالی فضل ","عبدالرحمن بریالی فضل "
19,"Kunduz","19-1509-51","Haji Mohebullah Ibrahimkhel","حاجی محب الله ابراهیم خیل","حاجی محب الله ابراهیم خیل"
19,"Kunduz","19-1609-1115","Mohammad Shafiq Gheljai","محمد شفیق غلجی","محمد شفیق غلجی"
19,"Kunduz","19-1445-72","Alhaj Sarnpoh Abdul Hai Dehlawi","الحاج څارنپوعبدالحی دهلوی","الحاج څارنپوعبدالحی دهلوی"
19,"Kunduz","19-1637-36","Samiullah Qatra","سمیع الله قطره ","سمیع الله قطره "
19,"Kunduz","19-1149-35","Fazel Karim Aimalq","فضل کریم ایماق ","فضل کریم ایماق "
19,"Kunduz","19-1094-40","Kamela Ibrahimi","کامله ابراهیمی","کامله ابراهیمی"
19,"Kunduz","19-1001-83","Ustad Najibullah Nejat"," استاد نجیب الله نجات"," استاد نجیب الله نجات"
19,"Kunduz","19-1338-59","Parwin Rahimi","پروین رحیمی","پروین رحیمی"
19,"Kunduz","19-1073-80","Safiullah Barnaw","صفی الله برنو ","صفی الله برنو "
19,"Kunduz","19-1253-61","Frozan Gochli","فروزان گوچلی","فروزان گوچلی"
19,"Kunduz","19-1697-40","Samiullah Amiri","سمیع الله امیری ","سمیع الله امیری "
19,"Kunduz","19-1225-44","Mirwais Ahmadzai","میرویس احمدزی","میرویس احمدزی"
19,"Kunduz","19-1197-28","Nooruddin Beg","نورالدین بیگ","نورالدین بیگ"
19,"Kunduz","19-1901-1330-20","Habibullah Hashemi Qarloq","حبیب الله هاشمی قرلق","حبیب الله هاشمی قرلق"
19,"Kunduz","19-1002-48","Mohammad Nayem Makhdom","محمد نعیم مخدوم","محمد نعیم مخدوم"
19,"Kunduz","19-1398-20","Eng Hamidullah Hamidi","انجنیر حمیدالله حمیدی ","انجنیر حمیدالله حمیدی "
19,"Kunduz","19-1289-88","Abdul Ghafoor Qayoumi","عبدالغفور قیومی","عبدالغفور قیومی"
19,"Kunduz","19-1265-30","Alhaj Abdul Rauf Ibrahimi","الحاج عبدالروف ابراهیمی ","الحاج عبدالروف ابراهیمی "
19,"Kunduz","19-1337-64","Abdul Rauf Hamid","عبدالروف حمید ","عبدالروف حمید "
19,"Kunduz","19-1541-71","Ghullam Ali Shirzai","غلام علی شیرزی","غلام علی شیرزی"
19,"Kunduz","19-1461-54","Amanullah Amiri","امان الله امیری ","امان الله امیری "
19,"Kunduz","27-1349-11","Shekeba Hashemi","شکیبا  هاشمي ","شکیبا  هاشمي "
19,"Kunduz","19-1561-30","Abdul Mutaleb Folad Hamdard","عبدالمطلب فولاد  همدرد","عبدالمطلب فولاد  همدرد"
19,"Kunduz","19-1226-56","Dr Fatema Aziz","داکتر فاطمه عزیز","داکتر فاطمه عزیز"
19,"Kunduz","19-1285-90","Ghullam Sakhi Arab"," غلام سخی عرب"," غلام سخی عرب"
19,"Kunduz","19-1593-12","Haji Mohammad Amin Azimi","حاجی محمد امین   عظیمی","حاجی محمد امین   عظیمی"
19,"Kunduz","19-1281-42","Ustad Abdul Saboor Ghafoori","استاد عبدالصبور غفوری","استاد عبدالصبور غفوری"
19,"Kunduz","19-1333-97","Dr Sayed Shah Waseq","دوکتر سید شاه واثق ","دوکتر سید شاه واثق "
19,"Kunduz","19-1061-5","Bashir Mohammad Khan","بشیر محمد خان ","بشیر محمد خان "
19,"Kunduz","19-1045-52","Muzhgan Arzbigi","مژگان عرضبیگی","مژگان عرضبیگی"
19,"Kunduz","19-1038-1106","Farid Ahmad Kakar","فرید احمد کاکر","فرید احمد کاکر"
19,"Kunduz","19-1433-62","Saiba Safi Yousufi","صبیه صافی  یوسفی","صبیه صافی  یوسفی"
19,"Kunduz","19-1093-86","Abdul Qadr Hussainkhel","عبدالقدر حسین خیل","عبدالقدر حسین خیل"
19,"Kunduz","19-1173-31","Mohammad Omer Aaqtash","محمد عمر آقتاش","محمد عمر آقتاش"
19,"Kunduz","19-1125-89","Ghullam ali Ghazi","غلام علی غازی ","غلام علی غازی "
19,"Kunduz","19-1297-70","Basira Rasooli","بصیره رسولی","بصیره رسولی"
19,"Kunduz","19-1397-6","Rahmatullah Saber","رحمت الله صابر","رحمت الله صابر"
19,"Kunduz","19-1082-95","Nahid Quraishi","ناهید قریشی","ناهید قریشی"
19,"Kunduz","19-1169-23","Abdul Samad Bahman","عبدالصمد بهمن","عبدالصمد بهمن"
19,"Kunduz","19-1437-19","Azizullah Amiri","عزیز الله امیری","عزیز الله امیری"
19,"Kunduz","19-1665-57","Abdul Qudos Zarifi","عبدالقدوس ظریفی","عبدالقدوس ظریفی"
19,"Kunduz","19-1382-51","Nazukmir Akbari","نازکمیر اکبری ","نازکمیر اکبری "
19,"Kunduz","19-1009-67","Emam Reza Naseri","امام رضا ناصری ","امام رضا ناصری "
19,"Kunduz","19-1290-81","Sayed Zabiullah Hashemi","سید ذبیح الله هاشمی ","سید ذبیح الله هاشمی "
19,"Kunduz","19-1274-25","Alhaj Mohammad Sami Aimaq","الحاج محمد سمیع ایماق","الحاج محمد سمیع ایماق"
19,"Kunduz","19-1537-14","Abdul Nazir Haidari","عبدالنذیر   حیدری","عبدالنذیر   حیدری"
19,"Kunduz","19-1062-47","Abdul Basir Zomar","عبدالبصیر  زومر","عبدالبصیر  زومر"
20,"Samangan","20-1329-1009","Mohammad Sheja","محمد  شجاعی ","محمد  شجاعی "
20,"Samangan","20-1545-2039","Masooma Hassani","معصومه حسنی ","معصومه حسنی "
20,"Samangan","20-1185-1006","Ustad Mahbooba Rahmat","استاد محبوبه رحمت","استاد محبوبه رحمت"
20,"Samangan","20-1021-2051","Maroof Faqiri","معروف فقیری","معروف فقیری"
20,"Samangan","20-1325-2037","Ghullam Haidar Murad","غلام حیدر مراد","غلام حیدر مراد"
20,"Samangan","20-1341-3017","Mohammad Essa Mohammadi","محمدعیسی محمدی","محمدعیسی محمدی"
20,"Samangan","20-1033-3015","Hafizullah Muradi ","حفیظ الله مرادی","حفیظ الله مرادی"
20,"Samangan","20-1305-2047","Hussain ali Khalil Dara-e-Sofi","حسین علی خلیل دره صوفی ","حسین علی خلیل دره صوفی "
20,"Samangan","20-1265-2048","Attaullah Mohebi","عطاالله محبی","عطاالله محبی"
20,"Samangan","20-1266-2049","Baaz Mohammad Wakilzada","باز محمد وکیل زاده ","باز محمد وکیل زاده "
20,"Samangan","20-1142-1021","Mohammad Ibrahim Aimaq","محمد ابراهیم ایماق","محمد ابراهیم ایماق"
20,"Samangan","20-1094-2041","Farzana Samad Rahimi","فرزانه صمد رحیمی","فرزانه صمد رحیمی"
20,"Samangan","20-1193-2","Mohammad Reza Shahi","محمد رضاهاشمی","محمد رضاهاشمی"
20,"Samangan","20-1337-3019","Faisal Jamal","فیصل جمال ","فیصل جمال "
20,"Samangan","20-1082-2028","Khatol Shirzai","خاتول شیرزوی ","خاتول شیرزوی "
20,"Samangan","20-1541-4","Sayed Aqa Hussain Hashemi","سید آقا حسین هاشمی ","سید آقا حسین هاشمی "
20,"Samangan","20-1006-3020","Sayed Abdul Khaleq Alawi","سیدعبدالخالق علوی","سیدعبدالخالق علوی"
20,"Samangan","20-1525-2040","Allah Murad Baba Lar","الله مراد بابه لر","الله مراد بابه لر"
20,"Samangan","20-1585-1016","Shahba Shahrukhi","شهبا شاهرخی","شهبا شاهرخی"
20,"Samangan","20-1417-2053","Bashaaratullah Zaher","بشارت الله ظاهر ","بشارت الله ظاهر "
20,"Samangan","20-1198-2059","Mirza Hussain Bahr","میرزا حسین بحر","میرزا حسین بحر"
20,"Samangan","20-1601-2030","Mawlawi Mohammaduddin Halimi","مولوی محمد الدین حلیمی","مولوی محمد الدین حلیمی"
20,"Samangan","20-1418-1","Makhdom Abdalullah Mohammadi","مخدوم ابدال الله محمدی","مخدوم ابدال الله محمدی"
20,"Samangan","20-1066-2056","Alhaj Lft-Gen Ustad Obaidullah Ghazi","الحاج تورن جنرال استاد عبیدالله غازی","الحاج تورن جنرال استاد عبیدالله غازی"
20,"Samangan","20-1241-2033","Ziauddin Zia","ضیاالدین ضیا","ضیاالدین ضیا"
20,"Samangan","20-1330-1008","Obaidullah Hazratzadah","عبید الله حضرت زاده ","عبید الله حضرت زاده "
20,"Samangan","20-1537-2026","Mulla Mohebullah Forqani","ملا محب الله فرقانی","ملا محب الله فرقانی"
20,"Samangan","20-1685-1020","Hayatullah Samangani","حیات الله سمنگانی","حیات الله سمنگانی"
20,"Samangan","20-1141-3016","Hamida Sadat","حمیده سادات","حمیده سادات"
20,"Samangan","20-1289-2032","Shamsulhaq Arianfar","شمس الحق آریان فر","شمس الحق آریان فر"
20,"Samangan","20-1069-2067","Mohammad Ewaz Beg Beg Oghli","محمد عوض بیگ بیگ اوغلی ","محمد عوض بیگ بیگ اوغلی "
21,"Balkh","21-1226-22","Abdul Rahman Samadi","عبدالرحمن صمدی ","عبدالرحمن صمدی "
21,"Balkh","21-1329-1","Ahmad Shah Ramazan","احمد شاه رمضان","احمد شاه رمضان"
21,"Balkh","21-1349-19","Sayed Elyas jawid","سید محمد الیاس جاوید","سید محمد الیاس جاوید"
21,"Balkh","21-1266-105","Mohammad Mohsen Sakha","محمد محسن  سخا ","محمد محسن  سخا "
