"pc","list_position","x"
"Manno High School - 604101",1,"#pc > option:nth-child(1)"
"Sangeenah School - 604102",2,"#pc > option:nth-child(2)"
"Dago Girls High School - 604103",3,"#pc > option:nth-child(3)"
"Gratak School - 604104",4,"#pc > option:nth-child(4)"
"Bando School - 604107",5,"#pc > option:nth-child(5)"
"Karez Jame Mosque - 604108",6,"#pc > option:nth-child(6)"
"Hafezano Kalai School - 604109",7,"#pc > option:nth-child(7)"
"Kundi Bagh School - 604110",8,"#pc > option:nth-child(8)"
"Haji Malouk Mosque - 604112",9,"#pc > option:nth-child(9)"
"Mullah Sahib Mosque - 604113",10,"#pc > option:nth-child(10)"
"Tereli School - 604114",11,"#pc > option:nth-child(11)"
"Lalma School - 604116",12,"#pc > option:nth-child(12)"
"Itefaq School - 604117",13,"#pc > option:nth-child(13)"
"Dawlat Zai Family Jame Mosque - 604118",14,"#pc > option:nth-child(14)"
"Kochi Dawlat Abad Secondary School - 604119",15,"#pc > option:nth-child(15)"
"Zakhil Mosque - 605122",1,"#pc > option:nth-child(1)"
"Clinic - 605123",2,"#pc > option:nth-child(2)"
"Qalla e Akhund High School - 605124",3,"#pc > option:nth-child(3)"
"Darman School - 605125",4,"#pc > option:nth-child(4)"
"Hazrat Omer Farouq Jame Mosque - 605126",5,"#pc > option:nth-child(5)"
"Hazar Baig School - 605127",6,"#pc > option:nth-child(6)"
"Shaheed Khudai Dost School - 605128",7,"#pc > option:nth-child(7)"
"Murad Ali High School - 605129",8,"#pc > option:nth-child(8)"
"School - 605130",9,"#pc > option:nth-child(9)"
"Sangar Sarai Clinic - 605131",10,"#pc > option:nth-child(10)"
"Sayed Sarwar Qaderi High School - 605132",11,"#pc > option:nth-child(11)"
"Mirza Khil School - 605133",12,"#pc > option:nth-child(12)"
"Nader Khan Momand School - 605134",13,"#pc > option:nth-child(13)"
"Totakai Mosque - 605135",14,"#pc > option:nth-child(14)"
"Mama Khilo High School - 605136",15,"#pc > option:nth-child(15)"
"Mama Khil Mosque - 605137",16,"#pc > option:nth-child(16)"
"Bazidkhil Mosque - 605138",17,"#pc > option:nth-child(17)"
"Sapedari Mosque - 605139",18,"#pc > option:nth-child(18)"
"Mawlawi Ibrahim Kamawi School - 605140",19,"#pc > option:nth-child(19)"
"Landa Boch Clinic - 605141",20,"#pc > option:nth-child(20)"
"Mohammad Musa Shafeeq High School - 605142",21,"#pc > option:nth-child(21)"
"Sher Garr High School - 605143",22,"#pc > option:nth-child(22)"
"Darbung School - 605144",23,"#pc > option:nth-child(23)"
"Da Kochi Kali Jame Mosque - 605145",24,"#pc > option:nth-child(24)"
"Malik Sherren Dil School - 605146",25,"#pc > option:nth-child(25)"
"Deh Ghazi School - 605147",26,"#pc > option:nth-child(26)"
"Sarkund School - 606148",1,"#pc > option:nth-child(1)"
"Bar Kash Kot School - 606149",2,"#pc > option:nth-child(2)"
"Koz Kash Kot Girls School - 606150",3,"#pc > option:nth-child(3)"
"Goreek School - 606151",4,"#pc > option:nth-child(4)"
"Goreek Mosque - 606152",5,"#pc > option:nth-child(5)"
"Pachahi Qalla Mosque - 606153",6,"#pc > option:nth-child(6)"
"Islam Pour Village Mosque - 606154",7,"#pc > option:nth-child(7)"
"Bodialai village Girls School - 606155",8,"#pc > option:nth-child(8)"
"Sourach Jame Mosque - 606156",9,"#pc > option:nth-child(9)"
"Sarjal Madrassah - 606157",10,"#pc > option:nth-child(10)"
"Tawkal Baba High School - 606158",11,"#pc > option:nth-child(11)"
"Markaz Khewah central Mosque - 606159",12,"#pc > option:nth-child(12)"
"Zaragaran village Mosque - 606160",13,"#pc > option:nth-child(13)"
"Qalla Tak Marakazi Mosque - 606161",14,"#pc > option:nth-child(14)"
"Boys School - 606162",15,"#pc > option:nth-child(15)"
"Shamil Kali Mosque - 606163",16,"#pc > option:nth-child(16)"
"Gambeeri School - 606164",17,"#pc > option:nth-child(17)"
"Bazarak Mosque - 606165",18,"#pc > option:nth-child(18)"
"Sayed Jamaluddin Afghan High School - 606166",19,"#pc > option:nth-child(19)"
"Kachrra School - 606167",20,"#pc > option:nth-child(20)"
"Shiekhan Girls School - 606168",21,"#pc > option:nth-child(21)"
"Yaseen Baba Girls High School - 606169",22,"#pc > option:nth-child(22)"
"Sayed Abad School - 606170",23,"#pc > option:nth-child(23)"
"Adel Khil Girls High School - 606171",24,"#pc > option:nth-child(24)"
"Koz Koti Mosque - 606172",25,"#pc > option:nth-child(25)"
"Mazeenah Mosque - 607173",1,"#pc > option:nth-child(1)"
"Hesarak Mazeeni High School - 607174",2,"#pc > option:nth-child(2)"
"Qallah Meerji Mosque - 607175",3,"#pc > option:nth-child(3)"
"Kadi Jomat Mosque - 607176",4,"#pc > option:nth-child(4)"
"Da Roghano School - 607177",5,"#pc > option:nth-child(5)"
"Ihdad Primary School - 607178",6,"#pc > option:nth-child(6)"
"Hesar Shahi Mosque - 607179",7,"#pc > option:nth-child(7)"
"Muftia Qalla Jame Mosque - 607180",8,"#pc > option:nth-child(8)"
"Chaghari Jame Mosque - 607181",9,"#pc > option:nth-child(9)"
"Hazrat Omer Farouq Darul Uloom - 607182",10,"#pc > option:nth-child(10)"
"Barro High School - 607183",11,"#pc > option:nth-child(11)"
"Barro Girls School - 607184",12,"#pc > option:nth-child(12)"
"Hejrat Abad High School - 607185",13,"#pc > option:nth-child(13)"
"Tube well Mosque - 607186",14,"#pc > option:nth-child(14)"
"Hesar Shahi Camp School - 607187",15,"#pc > option:nth-child(15)"
"Abu Baker Sedique Jame Mosque - 607188",16,"#pc > option:nth-child(16)"
"Katarghe Mosque - 607189",17,"#pc > option:nth-child(17)"
"Kan High School - 607190",18,"#pc > option:nth-child(18)"
"Zakhil Primary School - 607191",19,"#pc > option:nth-child(19)"
"Khidar Khil Primary School - 608192",1,"#pc > option:nth-child(1)"
"Sangani Primary School - 608193",2,"#pc > option:nth-child(2)"
"Kambo Primary School, Khwaza Khil - 608194",3,"#pc > option:nth-child(3)"
"Aabko Madrassah - 608195",4,"#pc > option:nth-child(4)"
"Jihadi Boys High School - 608196",5,"#pc > option:nth-child(5)"
"Haji Rokhan Mosque - 608197",6,"#pc > option:nth-child(6)"
"Hakim Abad Mosque - 608198",7,"#pc > option:nth-child(7)"
"Qailagho High School - 608199",8,"#pc > option:nth-child(8)"
"Malik Yar Hotak High School - 608200",9,"#pc > option:nth-child(9)"
"Kaji Girls High School - 608201",10,"#pc > option:nth-child(10)"
"Sayed Agha Banda - 608202",11,"#pc > option:nth-child(11)"
"Sour Daag High School - 608203",12,"#pc > option:nth-child(12)"
"Bar Bahar High School - 608204",13,"#pc > option:nth-child(13)"
"Koz Bahar High School - 608205",14,"#pc > option:nth-child(14)"
"Kala Khil Primary School - 608206",15,"#pc > option:nth-child(15)"
"Lokhi High School - 608207",16,"#pc > option:nth-child(16)"
"Chamtala Mosque - 608208",17,"#pc > option:nth-child(17)"
"Chimtala High School - 608209",18,"#pc > option:nth-child(18)"
"Chimtala Camp Clinic - 608210",19,"#pc > option:nth-child(19)"
"Arghach Mosque - 608211",20,"#pc > option:nth-child(20)"
"Zawah School - 608213",21,"#pc > option:nth-child(21)"
"Ghulam Haider Khan High School - 608215",22,"#pc > option:nth-child(22)"
"Nookarr Khil School - 608216",23,"#pc > option:nth-child(23)"
"Shiekhano Kalai Mosque - 608217",24,"#pc > option:nth-child(24)"
"Girls High Shool - 609221",1,"#pc > option:nth-child(1)"
"Lowarrtai Mosque - 609222",2,"#pc > option:nth-child(2)"
"Se Pai Kali Mosque - 609223",3,"#pc > option:nth-child(3)"
"Bati Kot School - 609224",4,"#pc > option:nth-child(4)"
"Daman Mosque - 609225",5,"#pc > option:nth-child(5)"
"Farm 3 Jame Mosque - 609227",6,"#pc > option:nth-child(6)"
"Speen Khowarr Mosque - 609228",7,"#pc > option:nth-child(7)"
"25 Wyale School - 609229",8,"#pc > option:nth-child(8)"
"Takyah School - 609231",9,"#pc > option:nth-child(9)"
"Gandyani Mosque - 609232",10,"#pc > option:nth-child(10)"
"Zyarat Mosque - 609233",11,"#pc > option:nth-child(11)"
"Chahardehi Mosque - 609234",12,"#pc > option:nth-child(12)"
"Mashwanni Clinic - 609235",13,"#pc > option:nth-child(13)"
"Boys High School - 609236",14,"#pc > option:nth-child(14)"
"Kochi Banda Mosque - 609237",15,"#pc > option:nth-child(15)"
"Barekab School - 609238",16,"#pc > option:nth-child(16)"
"Sofyano Kali Mosque - 609239",17,"#pc > option:nth-child(17)"
"Farm 4 Jame Mosque - 609240",18,"#pc > option:nth-child(18)"
"Gerah tai Girls School - 609241",19,"#pc > option:nth-child(19)"
"Primary School - 610243",1,"#pc > option:nth-child(1)"
"Jaw Darah Jame Mosque - 610244",2,"#pc > option:nth-child(2)"
"Deh Bala High School - 610245",3,"#pc > option:nth-child(3)"
"Da Ghokht Maidan Mosque - 610246",4,"#pc > option:nth-child(4)"
"Mareez Boys High School - 610247",5,"#pc > option:nth-child(5)"
"Yaghiband Primary School - 610248",6,"#pc > option:nth-child(6)"
"Ghalnai School - 610249",7,"#pc > option:nth-child(7)"
" Da Guzari Mosque - 610250",8,"#pc > option:nth-child(8)"
"Shpolah Boys High School - 610251",9,"#pc > option:nth-child(9)"
"Payeen Lycee High School - 610254",10,"#pc > option:nth-child(10)"
"Bangzar Mosque - 611258",1,"#pc > option:nth-child(1)"
"Payenda Khil Mosque - 611259",2,"#pc > option:nth-child(2)"
"Pacheer Primary School - 611260",3,"#pc > option:nth-child(3)"
"Mullah Saheb Mosque - 611261",4,"#pc > option:nth-child(4)"
"Barbarah Mosque - 611262",5,"#pc > option:nth-child(5)"
"Kozagam High School - 611263",6,"#pc > option:nth-child(6)"
"Koz Saber Mosque - 611264",7,"#pc > option:nth-child(7)"
"Omer Bin Khetab Madrassah - 611265",8,"#pc > option:nth-child(8)"
"Landi Khil School - 611266",9,"#pc > option:nth-child(9)"
"Morkai Primary School - 611267",10,"#pc > option:nth-child(10)"
"Marah Kala Primary School - 611268",11,"#pc > option:nth-child(11)"
"Pacheera Gam School - 611269",12,"#pc > option:nth-child(12)"
"Bami Khil Mosque - 611270",13,"#pc > option:nth-child(13)"
"Garikhil School - 611271",14,"#pc > option:nth-child(14)"
"Girls Secondary School - 612273",1,"#pc > option:nth-child(1)"
"Qalla Shahi Boys High School - 612274",2,"#pc > option:nth-child(2)"
"Qalla Shahi Girls School - 612275",3,"#pc > option:nth-child(3)"
"Bar Kot School - 612276",4,"#pc > option:nth-child(4)"
"Shakyali Mosque - 612277",5,"#pc > option:nth-child(5)"
"Bambah Kot Mosque - 612278",6,"#pc > option:nth-child(6)"
"Sotan Mosque - 612279",7,"#pc > option:nth-child(7)"
"Lamah Tak Mosque - 612280",8,"#pc > option:nth-child(8)"
"Majgandol School - 612281",9,"#pc > option:nth-child(9)"
"Watran School - 612282",10,"#pc > option:nth-child(10)"
"Sheemol Mosque - 612283",11,"#pc > option:nth-child(11)"
"Kandak Mosque - 612284",12,"#pc > option:nth-child(12)"
"Waigal Mosque - 612285",13,"#pc > option:nth-child(13)"
"Odrak School - 612286",14,"#pc > option:nth-child(14)"
"Shaheed Mahmoud Shah Secondary School - 612287",15,"#pc > option:nth-child(15)"
"Sarwarr Mosque - 612288",16,"#pc > option:nth-child(16)"
"School  - 613289",1,"#pc > option:nth-child(1)"
"Pourshah Khil Girls High School - 613290",2,"#pc > option:nth-child(2)"
"Pourshah Khil Primary School - 613291",3,"#pc > option:nth-child(3)"
"Loy Jomat Bandook Mosque - 613292",4,"#pc > option:nth-child(4)"
"Loy Jomat Se Pai Kalai Mosque - 613293",5,"#pc > option:nth-child(5)"
"Open ground Se pai Kalai - 613294",6,"#pc > option:nth-child(6)"
"Pourshah Khil Boys High School - 613295",7,"#pc > option:nth-child(7)"
"Sayed Ahmad Khil Secondary School - 613296",8,"#pc > option:nth-child(8)"
"Dwani Kali Maidan (Dwani Kali Ground) - 613297",9,"#pc > option:nth-child(9)"
"Dwani Kali Loy Jomat Mosque - 613298",10,"#pc > option:nth-child(10)"
"Atta Khan Maidan (Atta Khan Ground) - 613299",11,"#pc > option:nth-child(11)"
"Atta Khan Loy Jomat Mosque - 613300",12,"#pc > option:nth-child(12)"
"Kot High School - 613301",13,"#pc > option:nth-child(13)"
"Haidar Khani Loy Jomat Mosque - 613302",14,"#pc > option:nth-child(14)"
"Azad Maidan (Open Ground) - 613303",15,"#pc > option:nth-child(15)"
"Tarli Maidan (Tarli Ground) - 613304",16,"#pc > option:nth-child(16)"
"Tareli Old Mosque - 613305",17,"#pc > option:nth-child(17)"
"Sarband Primary School - 614306",1,"#pc > option:nth-child(1)"
"Arrkhi Mosque - 614307",2,"#pc > option:nth-child(2)"
"Goshtah Girls Secondary School - 614308",3,"#pc > option:nth-child(3)"
"Hameed Momand School - 614309",4,"#pc > option:nth-child(4)"
"Mullah Rahmat Ba Ba Girls High School - 614310",5,"#pc > option:nth-child(5)"
"Yaqoub Khil Mosque - 614311",6,"#pc > option:nth-child(6)"
"Warsak School - 614312",7,"#pc > option:nth-child(7)"
"Aragha Kali Mosque - 614313",8,"#pc > option:nth-child(8)"
"Zyarat Gaad School - 614314",9,"#pc > option:nth-child(9)"
"Shah Lala School - 614315",10,"#pc > option:nth-child(10)"
"Torgani School - 614316",11,"#pc > option:nth-child(11)"
"Darukhil School - 614317",12,"#pc > option:nth-child(12)"
"Da Lalo Kali Mosque - 614318",13,"#pc > option:nth-child(13)"
"Mamakhil School - 614319",14,"#pc > option:nth-child(14)"
"Daag Kali Primary School - 614320",15,"#pc > option:nth-child(15)"
"Bar Akbar Khil Miajee Mosque - 615324",1,"#pc > option:nth-child(1)"
"Bar Akbar Khil Mosque - 615325",2,"#pc > option:nth-child(2)"
"Shaheed Gul Asghar High School - 615326",3,"#pc > option:nth-child(3)"
"Meerano Kalai Mosque - 615327",4,"#pc > option:nth-child(4)"
"Garroko Zyarat Madrassah - 615328",5,"#pc > option:nth-child(5)"
"Bandar Kholah Jame Mosque - 615329",6,"#pc > option:nth-child(6)"
"Peero Khil New Jame Mosque - 615330",7,"#pc > option:nth-child(7)"
"Da Sarak Kuhna High School - 615331",8,"#pc > option:nth-child(8)"
"Khwar Akhundzadagan Jame Mosque - 615332",9,"#pc > option:nth-child(9)"
"Khadi Ragha Khwaga Khil Mosque - 615333",10,"#pc > option:nth-child(10)"
"Gawi Kali Mosque - 615346",11,"#pc > option:nth-child(11)"
"Raagha Kali Mosque - 615347",12,"#pc > option:nth-child(12)"
"Pekhi Primary School - 615348",13,"#pc > option:nth-child(13)"
"Pekhi Dokan Kali Mosque - 615349",14,"#pc > option:nth-child(14)"
"Kangalan Mosque - 616358",1,"#pc > option:nth-child(1)"
"Dagah School - 616359",2,"#pc > option:nth-child(2)"
"Hazrat Bilal Madrassah - 616360",3,"#pc > option:nth-child(3)"
"Al Fatah High School - 616361",4,"#pc > option:nth-child(4)"
"Tableeghiano Markaz (Tableeghi center) - 616362",5,"#pc > option:nth-child(5)"
"Hospital Mosque - 616363",6,"#pc > option:nth-child(6)"
"Speen Pul Mosque - 616365",7,"#pc > option:nth-child(7)"
"Mar Koh High School - 616366",8,"#pc > option:nth-child(8)"
"Hazrat Bilal Mosque - 616368",9,"#pc > option:nth-child(9)"
"Torkham Clinic - 617371",1,"#pc > option:nth-child(1)"
"Kamah Dagah Mosque - 617372",2,"#pc > option:nth-child(2)"
"Dakah High School - 617373",3,"#pc > option:nth-child(3)"
"Sulh e Azadi Tujarati High School - 617374",4,"#pc > option:nth-child(4)"
"Gerdi Ghous High School - 617376",5,"#pc > option:nth-child(5)"
"Kolali Kali Mosque - 617377",6,"#pc > option:nth-child(6)"
"Ghazgai High School - 617378",7,"#pc > option:nth-child(7)"
"Kandaw Kali Mosque - 617379",8,"#pc > option:nth-child(8)"
"Hazar Naw High School - 617380",9,"#pc > option:nth-child(9)"
"Pass Kalai Pacha Khil Mosque - 617381",10,"#pc > option:nth-child(10)"
"Hadeere Kali Mosque - 617382",11,"#pc > option:nth-child(11)"
"Imal Khan High School - 617383",12,"#pc > option:nth-child(12)"
"Ali Jan Qalla Mosque - 617387",13,"#pc > option:nth-child(13)"
"Daman Kali Speen Jomat Mosque - 617388",14,"#pc > option:nth-child(14)"
"Sher Abad High School - 618390",1,"#pc > option:nth-child(1)"
"Eidgah Mosque - 618391",2,"#pc > option:nth-child(2)"
"Mama Khil High School - 619399",1,"#pc > option:nth-child(1)"
"Tarkhi Primary School - 620415",1,"#pc > option:nth-child(1)"
"Speen Jomat Maidan (Speen Jomat Mosque ground) - 620416",2,"#pc > option:nth-child(2)"
"Surobi High School - 620417",3,"#pc > option:nth-child(3)"
"Nasrat Mosque - 620418",4,"#pc > option:nth-child(4)"
"Gharbi Landai Mosque - 620419",5,"#pc > option:nth-child(5)"
"Zarrah Landai Mosque - 620420",6,"#pc > option:nth-child(6)"
"Syah Aab School - 621426",1,"#pc > option:nth-child(1)"
"Malik Derah (Malik’s House) - 621427",2,"#pc > option:nth-child(2)"
"Aragha School - 621428",3,"#pc > option:nth-child(3)"
"Raagha Mosque - 621430",4,"#pc > option:nth-child(4)"
"Syah Aab - 621431",5,"#pc > option:nth-child(5)"
"Srah Gatah Secondary School - 622446",1,"#pc > option:nth-child(1)"
"Chinar Secondary School - 622447",2,"#pc > option:nth-child(2)"
"Koze Wachi Lagdai Mosque - 622448",3,"#pc > option:nth-child(3)"
"Sasobai School - 622449",4,"#pc > option:nth-child(4)"
"Garrhoko Kali Jame Mosque - 622450",5,"#pc > option:nth-child(5)"
"Khowarr Menah Jame Mosque - 622451",6,"#pc > option:nth-child(6)"
"Enzar Kalai Secondary School - 622452",7,"#pc > option:nth-child(7)"
"Sholgar School - 622453",8,"#pc > option:nth-child(8)"
"Soor Kandaw Mosque - 622454",9,"#pc > option:nth-child(9)"
"Shagai Jame Mosque - 622455",10,"#pc > option:nth-child(10)"
"Zyarat Kali Mosque - 622456",11,"#pc > option:nth-child(11)"
"Ghozgai Primary School - 622457",12,"#pc > option:nth-child(12)"
"Maidanak Jame Mosque - 623337",1,"#pc > option:nth-child(1)"
"Da Kahi High School - 623338",2,"#pc > option:nth-child(2)"
"Sandooq Kali Jame Mosque - 623341",3,"#pc > option:nth-child(3)"
"Da Wach Kotaio aw Dawlat Khilo Mosque - 623342",4,"#pc > option:nth-child(4)"
"Ali Aka Khil Old Mosque - 623343",5,"#pc > option:nth-child(5)"
"Acheen High School - 623344",6,"#pc > option:nth-child(6)"
"Tereli Primary School - 623345",7,"#pc > option:nth-child(7)"
"Mullah Saeb Zyarat Mosque - 623350",8,"#pc > option:nth-child(8)"
"Asad Khilo School - 623351",9,"#pc > option:nth-child(9)"
"Mast Ba Ba School - 623353",10,"#pc > option:nth-child(10)"
"Shokannai Primary School - 623355",11,"#pc > option:nth-child(11)"
"Abdul Rahim School - 601001",1,"#pc > option:nth-child(1)"
"Abdul Wakeel High School - 601002",2,"#pc > option:nth-child(2)"
"Hazrat Abu Qatadah Jame Mosque - 601003",3,"#pc > option:nth-child(3)"
"Campono Mosque - 601004",4,"#pc > option:nth-child(4)"
"Sediqullah Reshteen School - 601005",5,"#pc > option:nth-child(5)"
"Speen Jumat Mosque - 601006",6,"#pc > option:nth-child(6)"
"Serajul Emarat garden - 601007",7,"#pc > option:nth-child(7)"
"Abdullah Bin Maoud Mosque - 601047",8,"#pc > option:nth-child(8)"
"Angor Bagh Jame Mosque - 601008",1,"#pc > option:nth-child(1)"
"Gumrak Mosque - 601009",2,"#pc > option:nth-child(2)"
"Ameer Shaheed Garden - 601010",3,"#pc > option:nth-child(3)"
"Bibi Hawa High School - 601011",4,"#pc > option:nth-child(4)"
"Mia Omer School - 601012",5,"#pc > option:nth-child(5)"
"Itefaq Mosque - 601013",6,"#pc > option:nth-child(6)"
"Arabano School - 601014",1,"#pc > option:nth-child(1)"
"Taqwa Mosque - 601015",2,"#pc > option:nth-child(2)"
"Imam Bukhari High School - 601016",3,"#pc > option:nth-child(3)"
"Lycee Tajrubawi (Experimental High School) - 601017",4,"#pc > option:nth-child(4)"
"Bibi Zainab School - 601018",5,"#pc > option:nth-child(5)"
"Chaknori High School - 601019",6,"#pc > option:nth-child(6)"
"Directorate of Women Affairs - 601020",7,"#pc > option:nth-child(7)"
"Mehtarlam Jame Mosque - 601021",8,"#pc > option:nth-child(8)"
"Zafar Abad Mosque - 601022",1,"#pc > option:nth-child(1)"
"Majboor Abad Jame Mosque - 601023",2,"#pc > option:nth-child(2)"
"Majboor Abad School - 601024",3,"#pc > option:nth-child(3)"
"Irrigation Directorate - 601025",4,"#pc > option:nth-child(4)"
"Abdullah Bin Masoud Jame Mosque - 601026",5,"#pc > option:nth-child(5)"
