"pc_code","prelim_results_reporting","final_results_reporting"
"1604040","YES","YES"
"1604041","YES","YES"
"1605042","NO","NO"
"1605043","NO","NO"
"1605044","NO","NO"
"1605045","NO","NO"
"1605046","NO","NO"
"1605047","NO","NO"
"1605048","NO","NO"
"1605049","NO","NO"
"1606050","NO","NO"
"1606051","YES","YES"
"1606052","YES","YES"
"1606053","NO","NO"
"1606054","NO","NO"
"1606055","NO","NO"
"1606056","NO","NO"
"1606057","NO","NO"
"1606058","NO","NO"
"1606059","YES","YES"
"1606060","YES","YES"
"1606061","NO","NO"
"1606062","NO","NO"
"1607063","NO","NO"
"1607064","NO","NO"
"1607065","NO","NO"
"1607066","NO","NO"
"1607067","NO","NO"
"1607068","NO","NO"
"1607069","NO","NO"
"1607070","NO","NO"
"1607071","NO","NO"
"1608072","NO","NO"
"1608073","NO","NO"
"1608074","YES","YES"
"1608075","YES","YES"
"1608076","YES","YES"
"1608077","YES","NO"
"1608078","YES","YES"
"1608079","YES","YES"
"1701001","YES","YES"
"1701002","YES","YES"
"1701003","YES","YES"
"1701004","YES","YES"
"1701005","YES","YES"
"1701006","YES","YES"
"1701007","YES","YES"
"1701008","YES","YES"
"1701009","YES","YES"
"1701010","YES","YES"
"1701011","YES","YES"
"1701012","YES","YES"
"1701013","YES","YES"
"1701014","YES","YES"
"1701015","YES","YES"
"1701016","YES","YES"
"1701017","YES","YES"
"1701018","YES","YES"
"1701019","YES","YES"
"1701020","YES","YES"
"1701021","YES","YES"
"1701022","YES","YES"
"1701023","YES","YES"
"1701024","NO","NO"
"1701059","YES","YES"
"1702025","YES","YES"
"1702026","NO","NO"
"1702027","YES","YES"
"1702028","YES","YES"
"1702029","NO","NO"
"1702030","NO","NO"
"1702031","YES","YES"
"1702032","YES","YES"
"1702033","YES","YES"
"1702034","YES","YES"
"1702035","YES","YES"
"1702036","YES","YES"
"1702037","YES","YES"
"1702038","YES","YES"
"1702039","YES","YES"
"1702040","YES","YES"
"1702041","YES","YES"
"1702042","YES","YES"
"1702043","YES","YES"
"1702044","YES","YES"
"1702045","YES","YES"
"1702046","YES","YES"
"1702047","YES","YES"
"1702048","YES","YES"
"1702049","YES","YES"
"1702050","YES","YES"
"1702051","YES","YES"
"1702052","YES","YES"
"1702053","YES","YES"
"1702054","YES","YES"
"1702055","YES","YES"
"1702056","YES","YES"
"1702057","YES","YES"
"1703058","YES","YES"
"1703059","NO","NO"
"1703060","YES","YES"
"1703061","YES","YES"
"1703062","YES","YES"
"1703063","NO","NO"
"1703064","NO","NO"
"1703065","YES","YES"
"1704066","YES","YES"
"1704067","YES","YES"
"1704068","YES","YES"
"1704069","YES","YES"
"1704070","YES","YES"
"1704071","YES","YES"
"1704072","YES","YES"
"1704073","YES","YES"
"1704074","YES","YES"
"1704075","YES","YES"
"1704076","YES","YES"
"1704077","YES","YES"
"1704078","YES","YES"
"1704079","YES","YES"
"1704080","YES","YES"
"1704081","YES","YES"
"1704082","YES","YES"
"1705083","YES","YES"
"1705084","YES","YES"
"1705085","YES","YES"
"1705086","YES","YES"
"1705087","YES","YES"
"1705088","YES","YES"
"1706089","YES","YES"
"1706090","YES","YES"
"1706091","YES","YES"
"1706092","YES","YES"
"1706093","YES","YES"
"1706094","YES","YES"
"1706095","YES","YES"
"1706096","YES","YES"
"1706097","YES","YES"
"1706098","YES","YES"
"1706099","YES","YES"
"1706100","YES","YES"
"1707101","YES","YES"
"1707102","YES","YES"
"1707103","NO","NO"
"1707104","YES","YES"
"1707105","YES","YES"
"1707106","YES","YES"
"1707107","YES","YES"
"1707108","YES","YES"
"1707109","YES","YES"
"1707110","YES","YES"
"1707111","YES","YES"
"1707112","YES","YES"
"1708113","NO","NO"
"1708114","NO","NO"
"1708115","NO","NO"
"1708116","NO","NO"
"1708117","YES","YES"
"1708118","YES","YES"
"1708119","YES","YES"
"1708120","YES","YES"
"1709121","YES","YES"
"1709122","YES","YES"
"1709123","YES","YES"
"1709124","YES","YES"
"1709125","YES","YES"
"1709126","YES","YES"
"1709127","YES","YES"
"1709128","YES","YES"
"1709129","YES","YES"
"1709130","YES","YES"
"1709131","YES","YES"
"1709132","YES","YES"
"1709133","YES","YES"
"1709134","YES","YES"
"1710135","YES","YES"
"1710136","YES","YES"
"1710137","YES","YES"
"1710138","YES","YES"
"1710139","YES","YES"
"1710140","NO","NO"
"1710141","NO","NO"
"1710142","NO","NO"
"1710143","NO","NO"
"1710144","NO","NO"
"1710145","NO","NO"
"1710146","YES","YES"
"1710147","NO","NO"
"1710148","YES","YES"
"1710149","YES","YES"
"1711150","NO","NO"
"1711151","YES","YES"
"1711152","NO","NO"
"1711153","YES","YES"
"1711154","YES","YES"
"1711155","YES","YES"
"1711156","YES","YES"
"1711157","YES","YES"
"1711158","YES","YES"
"1711159","YES","YES"
"1711160","YES","YES"
"1711161","YES","YES"
"1712162","YES","YES"
"1712163","YES","YES"
"1712164","YES","YES"
"1712165","YES","YES"
"1712166","YES","YES"
"1712167","YES","YES"
"1712168","YES","YES"
"1712169","YES","YES"
"1713170","YES","YES"
"1713171","YES","YES"
"1713172","YES","YES"
"1713173","YES","YES"
"1713174","YES","YES"
"1713175","YES","YES"
"1713176","YES","YES"
"1713177","YES","YES"
"1713178","YES","YES"
"1713179","YES","YES"
"1713180","NO","NO"
"1713181","YES","YES"
"1713182","YES","YES"
"1713183","YES","YES"
"1713184","YES","YES"
"1713185","YES","YES"
"1714186","YES","YES"
"1714187","YES","YES"
"1714188","NO","NO"
"1714189","NO","NO"
"1714190","NO","NO"
"1714191","NO","NO"
"1714192","YES","YES"
"1714193","YES","YES"
"1714194","NO","NO"
"1715195","YES","YES"
"1715196","YES","YES"
"1715197","YES","YES"
"1715198","YES","YES"
"1715199","YES","YES"
"1715200","YES","YES"
"1715201","YES","YES"
"1715202","YES","YES"
"1715203","YES","YES"
"1715204","NO","NO"
"1715205","YES","YES"
"1715206","YES","YES"
"1715207","YES","YES"
"1715208","YES","YES"
"1715209","YES","YES"
"1715210","YES","YES"
"1715211","YES","YES"
"1715212","YES","YES"
"1715213","YES","YES"
"1715214","YES","YES"
"1716215","NO","NO"
"1716216","NO","NO"
"1716217","NO","NO"
"1716218","NO","NO"
"1716219","NO","NO"
"1716220","NO","NO"
"1716221","NO","NO"
"1716222","NO","NO"
"1716223","NO","NO"
"1716224","NO","NO"
"1716225","NO","NO"
"1717226","NO","NO"
"1717227","NO","NO"
"1717228","NO","NO"
"1717229","NO","NO"
"1717230","NO","NO"
"1717231","YES","YES"
"1717232","YES","YES"
"1717233","YES","YES"
"1717234","YES","YES"
"1717235","NO","NO"
"1718236","NO","NO"
"1718237","NO","NO"
"1718238","NO","NO"
"1718239","NO","NO"
"1718240","NO","NO"
"1718241","NO","NO"
"1718242","NO","NO"
"1718243","NO","NO"
"1718244","NO","NO"
"1718245","NO","NO"
"1719246","YES","YES"
"1719247","YES","YES"
"1719248","YES","YES"
"1719249","YES","YES"
"1719250","YES","YES"
"1719251","YES","YES"
"1719252","YES","YES"
"1719253","YES","YES"
"1719254","YES","YES"
"1720255","YES","YES"
"1720256","YES","YES"
"1720257","YES","YES"
"1720258","YES","YES"
"1720259","YES","YES"
"1720260","YES","YES"
"1720261","YES","YES"
"1721262","YES","YES"
"1721263","YES","YES"
"1721264","YES","YES"
"1721265","YES","YES"
"1721266","YES","YES"
"1721267","YES","YES"
"1722268","YES","YES"
"1722269","YES","YES"
"1722270","YES","YES"
"1722271","YES","YES"
"1722272","YES","YES"
"1722273","YES","YES"
"1722274","YES","YES"
"1723275","YES","YES"
"1723276","YES","YES"
"1723277","YES","YES"
"1723278","YES","YES"
"1723279","YES","YES"
"1723280","YES","YES"
"1723281","YES","YES"
"1723282","YES","YES"
"1724283","YES","YES"
"1724284","YES","YES"
"1724285","YES","YES"
"1724286","YES","YES"
"1724287","YES","YES"
"1724288","YES","YES"
"1724289","YES","YES"
"1724290","YES","YES"
"1724291","YES","YES"
"1725292","YES","YES"
"1725293","YES","YES"
"1725294","YES","YES"
"1725295","YES","YES"
"1726296","YES","YES"
"1726297","YES","YES"
"1726298","YES","YES"
"1726299","YES","YES"
"1726300","YES","YES"
"1726301","YES","YES"
"1726302","YES","YES"
"1727303","YES","YES"
"1727304","YES","YES"
"1727305","YES","YES"
"1727306","YES","YES"
"1727307","YES","YES"
"1727308","YES","YES"
"1727309","YES","YES"
"1727310","YES","YES"
"1727311","YES","YES"
"1727312","YES","YES"
"1728313","YES","YES"
"1728314","YES","YES"
"1728315","YES","YES"
"1728316","YES","YES"
"1728317","YES","YES"
"1728318","YES","YES"
"1728319","YES","YES"
"1728320","YES","YES"
"1728321","YES","YES"
"1728322","NO","NO"
"1801001","YES","YES"
"1801002","YES","YES"
"1801003","YES","YES"
"1801004","YES","YES"
"1801005","YES","YES"
"1801006","YES","YES"
"1801007","YES","YES"
"1801008","YES","YES"
"1801009","YES","YES"
"1801010","YES","YES"
"1801011","YES","YES"
"1801012","YES","YES"
"1801013","YES","YES"
"1801014","YES","YES"
"1801015","YES","YES"
"1801016","YES","YES"
"1801017","YES","YES"
"1801018","YES","YES"
"1801019","YES","YES"
"1801020","YES","YES"
"1801021","YES","YES"
"1801022","YES","YES"
"1801023","YES","YES"
"1801024","YES","YES"
"1801025","YES","YES"
"1801026","YES","YES"
"1801027","YES","YES"
"1801028","YES","YES"
"1801029","YES","YES"
"1801030","YES","YES"
"1801031","YES","YES"
"1801032","YES","YES"
"1801033","YES","YES"
"1801034","YES","YES"
"1801035","YES","YES"
"1801036","YES","YES"
"1801037","YES","YES"
"1801038","YES","YES"
"1801039","YES","YES"
"1802040","YES","YES"
"1802041","YES","YES"
"1802042","YES","YES"
"1802043","YES","YES"
"1802044","YES","YES"
"1802045","YES","YES"
"1803046","YES","YES"
"1803047","YES","YES"
"1803048","YES","YES"
"1803049","YES","YES"
"1803050","YES","YES"
"1803051","YES","YES"
"1803052","YES","YES"
"1803053","YES","YES"
"1803054","YES","YES"
"1804055","YES","YES"
"1804056","YES","YES"
"1804057","YES","YES"
"1804058","YES","YES"
"1804059","YES","YES"
"1804060","YES","YES"
"1804061","YES","YES"
"1804062","YES","YES"
"1804063","YES","YES"
"1804064","YES","YES"
"1805065","YES","YES"
"1805066","YES","YES"
"1805067","YES","YES"
"1805068","YES","YES"
"1805069","YES","YES"
"1805070","YES","YES"
"1805071","YES","YES"
"1805242","YES","YES"
"1805243","YES","YES"
"1805244","YES","YES"
"1805245","YES","YES"
"1805246","YES","YES"
"1806072","NO","NO"
"1806073","NO","NO"
"1806074","YES","YES"
"1806075","YES","YES"
"1806076","YES","YES"
"1806077","YES","YES"
"1807078","YES","YES"
"1807079","YES","YES"
"1807080","YES","YES"
"1807081","YES","YES"
"1807082","YES","YES"
"1807083","YES","YES"
"1807084","YES","YES"
"1807085","YES","YES"
"1807086","YES","YES"
"1807087","YES","YES"
"1807088","YES","YES"
"1807089","YES","YES"
"1807090","YES","YES"
"1808091","YES","YES"
"1808092","YES","YES"
"1808093","YES","YES"
"1808094","YES","YES"
"1808095","YES","YES"
"1808096","YES","YES"
"1808097","YES","YES"
"1808098","YES","YES"
"1808099","YES","YES"
"1808100","YES","YES"
"1808101","YES","YES"
"1808102","YES","YES"
"1808103","YES","YES"
"1809104","YES","YES"
"1809105","YES","YES"
"1809106","NO","NO"
"1809107","NO","NO"
"1809108","NO","NO"
"1809109","NO","NO"
"1809110","NO","NO"
"1809111","NO","NO"
"1809112","YES","YES"
"1809113","YES","YES"
"1809114","YES","YES"
"1809115","YES","YES"
"1809116","YES","YES"
"1810117","YES","YES"
"1810118","YES","YES"
"1810119","YES","YES"
"1810120","YES","YES"
"1810121","YES","YES"
"1810122","YES","YES"
"1810123","YES","YES"
"1810124","YES","YES"
"1810125","YES","YES"
"1810126","YES","YES"
"1810127","YES","YES"
"1810128","YES","YES"
"1810129","YES","YES"
"1810130","YES","YES"
"1810131","YES","YES"
"1810132","YES","YES"
"1810133","YES","YES"
"1810134","YES","YES"
"1810135","YES","YES"
"1810136","YES","YES"
"1810137","YES","YES"
"1810138","YES","YES"
"1810139","YES","YES"
"1810140","YES","YES"
"1810141","YES","YES"
"1810142","YES","YES"
"1810143","YES","YES"
"1810144","YES","YES"
"1810145","YES","YES"
"1810146","YES","YES"
"1810147","YES","YES"
"1810148","YES","YES"
"1810149","YES","YES"
"1810150","YES","YES"
"1810151","YES","YES"
"1810152","YES","YES"
"1810153","YES","YES"
"1810154","YES","YES"
"1810155","YES","YES"
"1810156","YES","YES"
"1810157","YES","YES"
"1811158","YES","YES"
"1811159","YES","YES"
"1811160","YES","YES"
"1811161","YES","YES"
"1811162","YES","YES"
"1811163","YES","YES"
"1811164","YES","YES"
"1811165","YES","YES"
"1811166","YES","YES"
"1811167","YES","YES"
"1811168","YES","YES"
"1811169","YES","YES"
"1811170","NO","NO"
"1811247","YES","YES"
"1812171","YES","YES"
"1812172","NO","NO"
"1812173","NO","NO"
"1812174","NO","NO"
"1812175","NO","NO"
"1812176","NO","NO"
"1812177","NO","NO"
"1812178","NO","NO"
"1812179","NO","NO"
"1812180","YES","YES"
"1812181","YES","YES"
"1813182","YES","YES"
"1813183","YES","YES"
"1813184","YES","YES"
"1813185","YES","YES"
"1813186","YES","YES"
"1813187","YES","YES"
"1813188","YES","YES"
"1813189","YES","YES"
"1813190","YES","YES"
"1813191","YES","YES"
"1813192","YES","YES"
"1813193","YES","YES"
"1813194","YES","YES"
"1814195","YES","YES"
"1814196","YES","YES"
"1814197","YES","YES"
"1814198","NO","NO"
"1814199","YES","YES"
"1814200","YES","YES"
"1814201","YES","YES"
"1814202","NO","NO"
"1814203","NO","NO"
"1815204","YES","YES"
"1815205","NO","NO"
"1815206","NO","NO"
"1815207","NO","NO"
"1815208","NO","NO"
"1815209","NO","NO"
"1815210","NO","NO"
"1815211","NO","NO"
"1815212","YES","YES"
"1816213","YES","YES"
"1816214","YES","YES"
"1816215","YES","YES"
"1816216","YES","YES"
"1816217","YES","YES"
"1816218","YES","YES"
"1816219","YES","YES"
"1816220","YES","YES"
"1816221","YES","YES"
"1816222","YES","YES"
"1816223","YES","YES"
"1816224","YES","YES"
"1816225","YES","YES"
"1816226","YES","YES"
"1816227","YES","YES"
"1816228","YES","YES"
"1816229","YES","YES"
"1816230","YES","YES"
"1816231","YES","YES"
"1817232","NO","NO"
"1817233","NO","NO"
"1817234","YES","YES"
"1817235","NO","NO"
"1817236","NO","NO"
"1817237","YES","YES"
"1817238","YES","YES"
"1817239","YES","YES"
"1817240","NO","NO"
"1817241","NO","NO"
"1901001","NO","NO"
"1901002","YES","YES"
"1901003","YES","YES"
"1901004","YES","YES"
"1901005","YES","YES"
"1901006","YES","YES"
"1901007","YES","YES"
"1901008","YES","YES"
"1901009","YES","YES"
"1901010","YES","YES"
"1901011","YES","YES"
"1901012","YES","YES"
"1901013","YES","YES"
"1901014","YES","YES"
"1901015","YES","YES"
"1901016","YES","YES"
"1901017","YES","YES"
"1901018","YES","YES"
"1901019","YES","YES"
"1901020","YES","YES"
"1901021","YES","YES"
"1901022","YES","YES"
"1901023","YES","YES"
"1901024","YES","YES"
"1901025","YES","YES"
"1901026","YES","YES"
"1901027","YES","YES"
"1901028","YES","YES"
"1901029","YES","YES"
"1901030","NO","NO"
"1901031","YES","YES"
"1901032","YES","YES"
"1901033","NO","NO"
"1901034","YES","YES"
"1901035","NO","NO"
"1901036","NO","NO"
"1901037","NO","NO"
"1901038","NO","NO"
"1901039","NO","NO"
"1901040","NO","NO"
"1901041","NO","NO"
"1901042","NO","NO"
"1901043","NO","NO"
"1901044","NO","NO"
"1901045","NO","NO"
"1901046","NO","NO"
"1901047","NO","NO"
"1901048","NO","NO"
"1901049","NO","NO"
"1901050","NO","NO"
"1901051","NO","NO"
"1901052","NO","NO"
"1901053","NO","NO"
"1901054","NO","NO"
"1901055","NO","NO"
"1902056","NO","NO"
"1902057","NO","NO"
"1902058","NO","NO"
"1902059","NO","NO"
"1902060","YES","YES"
"1902061","NO","NO"
"1902062","NO","NO"
"1902063","NO","NO"
"1902064","NO","NO"
"1902065","NO","NO"
"1902066","NO","NO"
"1902067","NO","NO"
"1902068","NO","NO"
"1902069","NO","NO"
"1902070","NO","NO"
"1902071","NO","NO"
"1902072","NO","NO"
"1903073","YES","YES"
"1903074","YES","YES"
"1903075","NO","NO"
"1903076","YES","YES"
"1903077","YES","YES"
"1903078","NO","NO"
"1903079","YES","YES"
"1903080","YES","YES"
"1903081","NO","NO"
"1903082","YES","YES"
"1903083","YES","YES"
"1903084","NO","NO"
"1903085","NO","NO"
"1903086","NO","NO"
"1903087","NO","NO"
"1904088","YES","YES"
"1904089","YES","YES"
"1904090","YES","YES"
"1904091","YES","YES"
"1904092","NO","NO"
"1904093","NO","NO"
"1904094","NO","NO"
"1904095","NO","NO"
"1904096","NO","NO"
"1904097","NO","NO"
"1904098","NO","NO"
"1904099","NO","NO"
"1904100","NO","NO"
"1904101","NO","NO"
"1904102","NO","NO"
"1904103","NO","NO"
"1904104","NO","NO"
"1904105","NO","NO"
"1904106","YES","YES"
"1904107","YES","YES"
"1904108","NO","NO"
"1904109","NO","NO"
"1904110","NO","NO"
"1904111","YES","YES"
"1904112","YES","YES"
"1904113","YES","YES"
"1904114","YES","YES"
"1904115","YES","YES"
"1904116","YES","YES"
"1904117","YES","YES"
"1904118","YES","YES"
"1905119","YES","YES"
"1905120","YES","YES"
"1905121","NO","NO"
"1905122","YES","YES"
"1905123","YES","YES"
"1905124","YES","YES"
"1905125","YES","YES"
"1905126","NO","NO"
"1905127","NO","NO"
"1905128","NO","NO"
"1905129","NO","NO"
"1905130","NO","NO"
"1905131","NO","NO"
"1905132","NO","NO"
"1905133","NO","NO"
"1905134","NO","NO"
"1905135","NO","NO"
"1905136","YES","YES"
"1905137","YES","YES"
"1905138","YES","YES"
"1905139","YES","YES"
"1905140","YES","YES"
"1905141","YES","YES"
"1905142","YES","YES"
"1905143","YES","YES"
"1905144","YES","YES"
"1905145","YES","YES"
"1905146","YES","YES"
"1905147","YES","YES"
"1906148","NO","NO"
"1906149","NO","NO"
"1906150","NO","NO"
"1906151","NO","NO"
"1906152","YES","YES"
"1906153","YES","YES"
"1906154","YES","YES"
"1906155","NO","NO"
"1906156","YES","YES"
"1906157","NO","NO"
"1906158","NO","NO"
"1906159","NO","NO"
"1906160","NO","NO"
"1906161","NO","NO"
"1906162","NO","NO"
"1906163","NO","NO"
"1906164","NO","NO"
"1906165","NO","NO"
"1906166","NO","NO"
"1906167","NO","NO"
"1906168","NO","NO"
"1907169","NO","NO"
"1907170","NO","NO"
"1907171","NO","NO"
"1907172","NO","NO"
"1907173","NO","NO"
"1907174","NO","NO"
"1907175","NO","NO"
"1907176","NO","NO"
"1907177","NO","NO"
"1907178","NO","NO"
"1907179","NO","NO"
"1907180","NO","NO"
"1907181","NO","NO"
"1907182","NO","NO"
"1907183","NO","NO"
"1907184","NO","NO"
"1907185","NO","NO"
"1907186","NO","NO"
"1908187","NO","NO"
"1908188","NO","NO"
"1908189","NO","NO"
"1908190","NO","NO"
"1908191","NO","NO"
"1908192","NO","NO"
"1908193","NO","NO"
"1908194","NO","NO"
"1908195","NO","NO"
"1908196","NO","NO"
"1908197","NO","NO"
"1908198","NO","NO"
"1908199","NO","NO"
"1908200","NO","NO"
"1909201","NO","NO"
"1909202","NO","NO"
"1909203","NO","NO"
"1909204","NO","NO"
"1909205","NO","NO"
"1909206","NO","NO"
"1909207","NO","NO"
"1909208","NO","NO"
"1909209","NO","NO"
"1910210","NO","NO"
"1910211","YES","YES"
"1910212","YES","YES"
"1910213","NO","NO"
"1910214","NO","NO"
"1910215","NO","NO"
"1910216","NO","NO"
"1910217","NO","NO"
"1910218","NO","NO"
"1910219","NO","NO"
"1910220","NO","NO"
"2001001","YES","YES"
"2001002","YES","YES"
"2001003","YES","YES"
"2001004","YES","YES"
"2001005","YES","YES"
"2001006","YES","YES"
"2001007","YES","YES"
"2001008","YES","YES"
"2001009","YES","YES"
"2001010","YES","YES"
"2001011","YES","YES"
"2001012","YES","YES"
"2001013","YES","YES"
"2001014","YES","YES"
"2001015","YES","YES"
"2001016","YES","YES"
"2001017","YES","YES"
"2001018","YES","YES"
"2001019","YES","YES"
"2001020","YES","YES"
"2001021","YES","YES"
"2001022","YES","YES"
"2001023","YES","YES"
"2001024","YES","YES"
"2001025","YES","YES"
"2002026","NO","NO"
"2002027","YES","YES"
"2002028","YES","YES"
"2002029","YES","YES"
"2002030","YES","YES"
"2002031","YES","YES"
"2002032","YES","YES"
"2002033","YES","YES"
"2002034","YES","YES"
"2003035","YES","YES"
"2003036","YES","YES"
"2003037","NO","NO"
"2003038","NO","NO"
"2003039","NO","NO"
"2003040","NO","NO"
"2003041","NO","NO"
"2003042","NO","NO"
"2003043","YES","YES"
"2003044","NO","NO"
"2003045","YES","YES"
"2003046","YES","YES"
"2003047","YES","YES"
"2003048","YES","YES"
"2004049","YES","YES"
"2004050","YES","YES"
"2004051","YES","YES"
"2005052","YES","YES"
"2005053","YES","YES"
"2005054","YES","YES"
"2005055","YES","YES"
"2005056","YES","YES"
"2005057","YES","YES"
"2005058","YES","YES"
"2005059","NO","NO"
"2005060","YES","YES"
"2005061","NO","NO"
"2005062","YES","YES"
"2005063","NO","NO"
"2005064","YES","YES"
"2005065","YES","YES"
"2005066","YES","YES"
"2005067","YES","NO"
"2005068","YES","YES"
"2005069","YES","YES"
"2005070","YES","YES"
"2005071","YES","YES"
"2005072","YES","YES"
"2005073","YES","YES"
"2006074","NO","NO"
"2006075","NO","NO"
"2006076","NO","NO"
"2006077","NO","NO"
"2006078","NO","NO"
"2006079","YES","YES"
"2006080","NO","NO"
"2006081","NO","NO"
"2006082","NO","NO"
"2006083","NO","NO"
"2006084","YES","YES"
"2006085","YES","YES"
"2006086","YES","YES"
"2006087","NO","NO"
"2006088","YES","YES"
"2006089","YES","YES"
"2006090","NO","NO"
"2006091","YES","YES"
"2006092","YES","YES"
"2006093","YES","YES"
"2006094","YES","YES"
"2007095","YES","YES"
"2007096","YES","YES"
"2007097","YES","YES"
"2007098","YES","YES"
"2007099","YES","YES"
"2007100","NO","NO"
"2007101","YES","YES"
"2007102","YES","YES"
"2007103","YES","YES"
"2007104","YES","YES"
"2007105","YES","YES"
"2007106","YES","YES"
"2007107","YES","YES"
"2007108","YES","YES"
"2007109","YES","YES"
"2007110","YES","YES"
"2007111","YES","YES"
"2007112","YES","YES"
"2007113","YES","YES"
"2007114","YES","YES"
"2007115","YES","YES"
"2101001","YES","YES"
"2101002","YES","YES"
"2101003","YES","YES"
"2101004","YES","YES"
"2101005","YES","YES"
"2101006","YES","YES"
"2101007","YES","YES"
"2101008","YES","YES"
"2101009","YES","YES"
"2101010","YES","YES"
"2101011","YES","YES"
"2101012","YES","YES"
"2101013","YES","YES"
"2101014","YES","YES"
"2101015","YES","YES"
"2101016","YES","YES"
"2101017","YES","YES"
"2101018","YES","YES"
"2101019","YES","YES"
"2101020","YES","YES"
"2101021","YES","YES"
"2101022","YES","YES"
"2101023","YES","YES"
"2101024","YES","YES"
"2101025","YES","YES"
"2101026","YES","YES"
"2101027","YES","YES"
"2101028","YES","YES"
"2101029","YES","YES"
"2101030","YES","YES"
"2101031","YES","YES"
"2101032","YES","YES"
"2101033","YES","YES"
"2101034","YES","YES"
"2101035","YES","YES"
"2101036","YES","YES"
"2101037","YES","YES"
"2101038","YES","YES"
"2101039","YES","YES"
"2101040","YES","YES"
"2101041","YES","YES"
"2101042","YES","YES"
"2101043","YES","YES"
"2101044","YES","YES"
"2101045","YES","YES"
"2101046","YES","YES"
"2101047","YES","YES"
"2101048","YES","YES"
"2101049","YES","YES"
"2101050","YES","YES"
"2102051","YES","YES"
"2102052","YES","YES"
"2102053","YES","YES"
"2102054","YES","YES"
"2102055","NO","NO"
"2102056","YES","YES"
"2102057","YES","YES"
"2102058","YES","YES"
"2102059","YES","YES"
"2102060","YES","YES"
"2103061","YES","YES"
"2103062","YES","YES"
"2103063","YES","YES"
"2103064","YES","YES"
"2103065","YES","YES"
"2103066","YES","YES"
"2103067","YES","YES"
"2103068","YES","YES"
"2103069","YES","YES"
"2103070","YES","YES"
"2103071","YES","YES"
"2103072","YES","YES"
"2103073","YES","YES"
"2103074","YES","YES"
"2103075","YES","YES"
"2104076","YES","YES"
"2104077","YES","YES"
"2104078","YES","YES"
"2104079","YES","YES"
"2104080","YES","YES"
"2104081","YES","YES"
"2104082","YES","YES"
"2104083","YES","YES"
"2104084","YES","YES"
"2104085","YES","YES"
"2104086","YES","YES"
"2104087","YES","YES"
"2104088","YES","YES"
"2105089","YES","YES"
"2105090","YES","YES"
"2105091","YES","YES"
"2106092","YES","YES"
"2106093","YES","YES"
"2106094","YES","YES"
"2106095","YES","YES"
"2106096","YES","YES"
"2106097","YES","YES"
"2106098","YES","YES"
"2106099","YES","YES"
"2106100","YES","YES"
"2106101","YES","YES"
"2106102","YES","YES"
"2106103","YES","YES"
"2106104","NO","NO"
"2106105","NO","NO"
"2106106","NO","NO"
"2106107","NO","NO"
"2106108","YES","YES"
"2106109","YES","YES"
"2106110","YES","YES"
"2106111","NO","NO"
"2106112","YES","YES"
"2106113","YES","YES"
"2106114","YES","YES"
"2106115","YES","YES"
"2106116","YES","YES"
"2106117","YES","YES"
"2106118","YES","YES"
"2107119","YES","YES"
"2107120","YES","YES"
"2107121","YES","YES"
"2107122","YES","YES"
"2107123","YES","YES"
"2107124","YES","YES"
"2107125","YES","YES"
"2107126","YES","YES"
"2107127","YES","YES"
"2107128","YES","YES"
"2107129","YES","YES"
"2107130","YES","YES"
"2107131","YES","YES"
"2107132","YES","YES"
"2107133","YES","YES"
"2107134","YES","YES"
"2107135","YES","YES"
"2107136","YES","YES"
"2107137","YES","YES"
"2107138","YES","YES"
"2107139","YES","YES"
"2107140","YES","YES"
"2107141","YES","YES"
"2107142","YES","YES"
"2107143","YES","YES"
"2107144","YES","YES"
"2107145","YES","YES"
"2107146","YES","YES"
"2107147","NO","NO"
"2107148","YES","YES"
"2107149","YES","YES"
"2107150","YES","YES"
"2107315","YES","YES"
"2108151","NO","NO"
"2108152","NO","NO"
"2108153","NO","NO"
"2108154","NO","NO"
"2108155","NO","NO"
"2108156","NO","NO"
"2108157","NO","NO"
"2108158","NO","NO"
"2108159","NO","NO"
"2108160","NO","NO"
"2108161","NO","NO"
"2108162","NO","NO"
"2108163","NO","NO"
"2108164","NO","NO"
"2108165","NO","NO"
"2108166","NO","NO"
"2108167","NO","NO"
"2108168","NO","NO"
"2108169","NO","NO"
"2108170","NO","NO"
"2108171","YES","YES"
"2108172","YES","YES"
"2108173","YES","YES"
"2108174","YES","YES"
"2108175","YES","YES"
"2108176","YES","YES"
"2108177","YES","YES"
"2109178","YES","YES"
"2109179","YES","YES"
"2109180","YES","YES"
"2109181","YES","YES"
"2109182","YES","YES"
"2109183","YES","YES"
"2109184","NO","NO"
"2109185","NO","NO"
"2109186","NO","NO"
"2109187","NO","NO"
"2109188","NO","NO"
"2109189","NO","NO"
"2109190","NO","NO"
"2109191","NO","NO"
"2109192","YES","YES"
"2109193","YES","YES"
"2109194","NO","YES"
"2109195","YES","YES"
"2109196","YES","YES"
"2109197","YES","YES"
"2109198","YES","YES"
"2109199","YES","YES"
"2109200","YES","YES"
"2109201","YES","YES"
"2109202","YES","YES"
"2109203","YES","YES"
"2110204","YES","YES"
"2110205","YES","YES"
"2110206","YES","YES"
"2110207","YES","YES"
"2110208","YES","YES"
"2110209","YES","YES"
"2110210","YES","YES"
"2110211","YES","YES"
"2110212","YES","YES"
"2110213","YES","YES"
"2110214","YES","YES"
"2110215","YES","YES"
"2110216","YES","YES"
"2110217","YES","YES"
"2110218","YES","YES"
